,time,temperature_2m,relativehumidity_2m,apparent_temperature,surface_pressure,snowfall,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed_10m,winddirection_10m,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,days_since_Jan1_2000,season
38198,2017-09-23T06:00,14.3,73,11.0,972.9,0.0,4.0,1.0,3.0,0.0,1.8,270,0.01,11.2,0.156,6475.25,Fall
44115,2017-11-03T08:00,14.6,100,14.3,986.2,0.0,11.0,0.0,11.0,0.0,10.8,233,0.02,12.9,0.349,6516.333333333333,Fall
45137,2017-11-10T10:00,-5.0,56,-13.6,994.4,0.07,292.0,160.0,132.0,450.8,23.8,302,0.07,-0.1,0.265,6523.416666666667,Fall
48049,2017-11-30T16:00,1.9,55,-2.9,984.1,0.0,53.0,21.0,32.0,320.8,19.2,174,0.07,-0.8,0.269,6543.666666666667,Fall
39131,2017-09-29T17:00,12.4,54,7.8,990.0,0.0,87.0,27.0,60.0,200.5,10.1,6,0.07,13.7,0.135,6481.708333333333,Fall
37962,2017-09-21T15:00,25.3,52,25.0,986.8,0.0,491.0,357.0,134.0,684.9,11.9,14,0.36,23.3,0.204,6473.625,Fall
41420,2017-10-15T15:00,23.5,64,23.9,960.8,0.0,349.0,274.0,75.0,651.2,19.7,201,0.28,19.4,0.216,6497.625,Fall
45396,2017-11-12T06:00,-4.1,49,-9.3,997.7,0.0,0.0,0.0,0.0,0.0,7.9,156,0.01,-0.9,0.315,6525.25,Fall
45713,2017-11-14T10:00,1.3,64,-2.0,1001.1,0.0,117.0,30.0,87.0,64.5,5.4,360,0.05,-0.8,0.244,6527.416666666667,Fall
49490,2017-12-10T16:00,-3.3,64,-9.8,978.0,0.0,45.0,22.0,23.0,277.3,15.5,266,0.02,-1.2,0.257,6553.666666666667,Fall
44483,2017-11-05T21:00,9.8,99,7.6,983.6,0.0,0.0,0.0,0.0,0.0,22.4,176,0.0,8.9,0.293,6518.875,Fall
50035,2017-12-14T11:00,-6.1,60,-10.7,981.4,0.0,368.0,279.0,89.0,567.9,16.7,303,0.08,-0.6,0.25,6557.458333333333,Fall
48563,2017-12-04T05:00,-1.3,89,-5.5,1000.1,0.0,0.0,0.0,0.0,0.0,2.6,106,0.0,-0.8,0.264,6547.208333333333,Fall
43540,2017-10-30T08:00,11.0,89,7.2,952.8,0.0,23.0,2.0,21.0,4.1,14.5,240,0.03,12.0,0.386,6512.333333333333,Fall
43553,2017-10-30T10:00,14.9,89,11.0,954.4,0.0,146.0,45.0,101.0,51.4,21.5,230,0.09,13.7,0.334,6512.416666666667,Fall
47345,2017-11-25T18:00,6.7,76,5.6,985.8,0.0,0.0,0.0,0.0,0.0,7.6,199,0.01,7.0,0.257,6538.75,Fall
41616,2017-10-17T00:00,3.7,82,-2.6,995.3,0.0,0.0,0.0,0.0,0.0,8.9,302,0.0,6.0,0.254,6499.0,Fall
38309,2017-09-24T00:00,17.8,88,18.9,989.2,0.0,0.0,0.0,0.0,0.0,8.1,225,0.0,16.5,0.16,6476.0,Fall
40875,2017-10-11T20:00,12.4,58,12.6,1002.1,0.0,0.0,0.0,0.0,0.0,11.6,30,0.05,14.0,0.193,6493.833333333333,Fall
42210,2017-10-21T03:00,7.8,81,5.0,1000.5,0.0,0.0,0.0,0.0,0.0,6.5,289,0.0,8.4,0.132,6503.125,Fall
42180,2017-10-20T22:00,11.9,59,8.5,999.1,0.0,0.0,0.0,0.0,0.0,6.0,295,0.02,12.5,0.132,6502.916666666667,Fall
40898,2017-10-12T00:00,6.7,71,-0.2,999.2,0.0,0.0,0.0,0.0,0.0,8.9,69,0.0,9.0,0.256,6494.0,Fall
48056,2017-11-30T17:00,0.8,63,-2.7,986.3,0.0,1.0,0.0,1.0,5.7,19.7,162,0.05,-0.8,0.272,6543.708333333333,Fall
49358,2017-12-09T18:00,-1.8,76,-4.8,981.2,0.07,0.0,0.0,0.0,0.0,3.2,63,0.0,-0.9,0.262,6552.75,Fall
49168,2017-12-08T10:00,0.3,60,-5.0,996.9,0.07,179.0,85.0,94.0,302.0,15.9,219,0.06,3.2,0.248,6551.416666666667,Fall
38023,2017-09-22T01:00,16.1,63,15.0,996.1,0.0,0.0,0.0,0.0,0.0,16.4,19,0.08,17.1,0.158,6474.041666666667,Fall
39843,2017-10-04T16:00,24.0,55,22.9,990.5,0.0,270.0,207.0,63.0,685.5,17.2,190,0.25,20.8,0.118,6486.666666666667,Fall
40334,2017-10-08T02:00,18.0,96,19.6,968.3,0.0,0.0,0.0,0.0,0.0,13.3,180,0.0,16.4,0.162,6490.083333333333,Fall
45877,2017-11-15T14:00,5.4,54,2.3,988.8,0.0,278.0,142.0,136.0,351.2,8.8,171,0.13,0.4,0.309,6528.583333333333,Fall
40556,2017-10-09T15:00,21.4,100,24.5,988.7,0.0,19.0,0.0,19.0,0.0,21.3,175,0.04,19.7,0.269,6491.625,Fall
46677,2017-11-21T03:00,-1.8,92,-6.1,969.1,0.0,0.0,0.0,0.0,0.0,9.7,180,0.0,-0.9,0.272,6534.125,Fall
50425,2017-12-17T04:00,-14.9,86,-16.3,975.6,0.0,0.0,0.0,0.0,0.0,6.9,313,0.0,-1.3,0.237,6560.166666666667,Fall
44024,2017-11-02T17:00,14.8,85,15.3,987.8,0.0,12.0,2.0,10.0,51.9,12.2,182,0.03,12.8,0.364,6515.708333333333,Fall
42045,2017-10-19T23:00,13.6,65,12.5,993.7,0.0,0.0,0.0,0.0,0.0,10.5,229,0.03,13.3,0.139,6501.958333333333,Fall
44965,2017-11-09T06:00,-2.3,77,-7.0,995.2,0.0,0.0,0.0,0.0,0.0,12.1,150,0.01,-0.4,0.263,6522.25,Fall
49800,2017-12-12T20:00,0.8,94,-3.4,971.7,0.0,0.0,0.0,0.0,0.0,15.7,302,0.01,-0.7,0.27,6555.833333333333,Fall
38735,2017-09-26T23:00,21.5,83,22.0,987.2,0.0,0.0,0.0,0.0,0.0,9.1,162,0.02,19.5,0.132,6478.958333333333,Fall
50436,2017-12-17T06:00,-15.2,86,-18.7,996.2,0.0,0.0,0.0,0.0,0.0,7.1,330,0.0,-1.4,0.238,6560.25,Fall
6080,2017-02-12T05:00,-13.3,87,-15.2,986.6,0.0,0.0,0.0,0.0,0.0,5.4,98,0.0,-0.9,0.33,6252.208333333333,Winter
9288,2017-03-06T12:00,4.7,11,0.0,1008.6,0.0,728.0,639.0,89.0,960.7,3.2,207,0.27,-1.5,0.247,6274.5,Winter
1858,2017-01-13T21:00,-11.1,52,-15.5,990.7,0.0,0.0,0.0,0.0,0.0,18.1,319,0.03,0.1,0.293,6222.875,Winter
11193,2017-03-19T17:00,1.7,58,-4.3,995.4,0.0,248.0,187.0,61.0,773.0,11.8,333,0.08,-1.2,0.238,6287.708333333333,Winter
7730,2017-02-23T16:00,13.0,76,14.2,959.8,0.0,223.0,162.0,61.0,602.7,14.4,217,0.16,-0.1,0.355,6263.666666666667,Winter
1078,2017-01-08T11:00,-17.2,62,-21.8,991.8,0.0,322.0,222.0,100.0,648.9,5.5,293,0.04,0.8,0.242,6217.458333333333,Winter
51864,2017-12-27T04:00,-15.5,73,-19.6,1011.7,0.0,0.0,0.0,0.0,0.0,6.6,331,0.0,0.9,0.262,6570.166666666667,Winter
188,2017-01-02T07:00,-5.6,77,-12.3,998.1,0.0,0.0,0.0,0.0,0.0,4.7,113,0.0,-0.7,0.326,6211.291666666667,Winter
7541,2017-02-22T08:00,2.0,92,-0.6,988.1,0.0,38.0,1.0,37.0,1.8,9.4,157,0.03,0.0,0.23,6262.333333333333,Winter
5153,2017-02-05T18:00,-2.5,73,-6.9,974.0,0.07,0.0,0.0,0.0,0.0,16.0,234,0.01,0.6,0.227,6245.75,Winter
3087,2017-01-22T10:00,2.2,96,1.1,963.9,0.0,124.0,57.0,67.0,97.5,5.1,39,0.05,-0.1,0.268,6231.416666666667,Winter
10053,2017-03-11T19:00,-17.6,49,-24.0,988.7,0.0,0.0,0.0,0.0,0.0,18.9,288,0.02,-1.6,0.264,6279.791666666667,Winter
51971,2017-12-27T21:00,-21.9,76,-25.1,980.6,0.0,0.0,0.0,0.0,0.0,12.3,302,0.01,-0.9,0.248,6570.875,Winter
2918,2017-01-21T06:00,0.2,96,-0.3,982.2,0.0,0.0,0.0,0.0,0.0,8.3,162,0.0,0.1,0.244,6230.25,Winter
10700,2017-03-16T07:00,-11.5,80,-15.4,980.3,0.07,38.0,12.0,26.0,0.0,12.9,297,0.02,-1.4,0.246,6284.291666666667,Winter
7999,2017-02-25T13:00,16.0,70,13.1,972.3,0.0,465.0,272.0,193.0,363.6,22.1,156,0.25,0.2,0.372,6265.541666666667,Winter
4351,2017-01-31T05:00,-14.6,79,-18.0,965.6,0.0,0.0,0.0,0.0,0.0,5.1,309,0.0,-0.3,0.244,6240.208333333333,Winter
8763,2017-03-02T20:00,-8.0,48,-11.7,987.2,0.0,0.0,0.0,0.0,0.0,17.0,306,0.04,-0.1,0.301,6270.833333333333,Winter
76,2017-01-01T12:00,-0.9,74,-4.8,991.1,0.0,227.0,129.0,98.0,224.5,13.7,275,0.08,0.6,0.255,6210.5,Winter
7291,2017-02-20T15:00,-2.2,63,-6.4,997.0,0.0,429.0,340.0,89.0,771.5,12.9,330,0.12,0.9,0.246,6260.625,Winter
9723,2017-03-09T12:00,0.3,39,-6.1,994.5,0.0,498.0,202.0,296.0,292.3,25.8,277,0.16,1.3,0.257,6277.5,Winter
3927,2017-01-28T06:00,-3.0,86,-6.2,950.9,0.0,0.0,0.0,0.0,0.0,15.0,294,0.01,0.1,0.257,6237.25,Winter
6769,2017-02-17T00:00,-7.9,82,-10.7,972.4,0.0,0.0,0.0,0.0,0.0,10.8,296,0.01,-0.7,0.319,6257.0,Winter
1637,2017-01-12T08:00,5.6,99,2.5,966.4,0.0,2.0,0.0,2.0,0.0,17.0,186,0.01,0.1,0.311,6221.333333333333,Winter
10160,2017-03-12T13:00,-10.4,36,-15.8,974.0,0.0,735.0,610.0,125.0,926.4,20.0,298,0.12,-7.1,0.262,6280.541666666667,Winter
3841,2017-01-27T16:00,0.0,68,-4.8,966.9,0.0,82.0,13.0,69.0,148.0,16.5,259,0.04,0.4,0.252,6236.666666666667,Winter
304,2017-01-03T02:00,0.2,92,-1.8,1003.3,0.0,0.0,0.0,0.0,0.0,7.4,61,0.0,-0.5,0.26,6212.083333333333,Winter
2874,2017-01-20T23:00,-1.4,90,-1.6,978.7,0.0,0.0,0.0,0.0,0.0,7.3,171,0.0,-0.9,0.341,6229.958333333333,Winter
195,2017-01-02T08:00,-4.4,71,-7.5,1009.6,0.0,13.0,3.0,10.0,0.0,1.0,45,0.0,-0.6,0.252,6211.333333333333,Winter
10676,2017-03-16T03:00,-9.8,77,-13.8,972.8,0.0,0.0,0.0,0.0,0.0,12.2,289,0.01,-2.2,0.322,6284.125,Winter
5394,2017-02-07T11:00,-6.5,77,-10.9,989.4,0.21,150.0,2.0,148.0,3.4,7.1,105,0.04,-0.2,0.227,6247.458333333333,Winter
4667,2017-02-02T09:00,-6.0,82,-10.1,987.5,0.07,110.0,39.0,71.0,156.4,12.1,282,0.03,-0.1,0.235,6242.375,Winter
6689,2017-02-16T10:00,-4.7,79,-8.7,950.6,0.14,155.0,6.0,149.0,6.9,16.0,314,0.04,-0.3,0.224,6256.416666666667,Winter
10571,2017-03-15T09:00,-6.9,77,-12.0,977.1,0.28,164.0,2.0,162.0,2.1,18.0,286,0.03,-0.8,0.247,6283.375,Winter
2695,2017-01-19T17:00,-0.1,98,-2.8,985.9,0.0,8.0,3.0,5.0,30.5,7.6,275,0.0,0.9,0.249,6228.708333333333,Winter
3130,2017-01-22T17:00,0.9,84,-3.5,982.5,0.0,8.0,1.0,7.0,17.9,11.2,45,0.03,1.1,0.249,6231.708333333333,Winter
52100,2017-12-28T19:00,-23.6,78,-27.0,981.1,0.0,0.0,0.0,0.0,0.0,12.5,321,0.0,-1.0,0.245,6571.791666666667,Winter
4048,2017-01-29T02:00,-2.8,72,-6.2,969.0,0.0,0.0,0.0,0.0,0.0,13.0,208,0.02,-0.6,0.339,6238.083333333333,Winter
2966,2017-01-21T14:00,6.1,91,3.6,974.1,0.0,126.0,13.0,113.0,31.0,6.4,196,0.05,-0.3,0.367,6230.583333333333,Winter
2040,2017-01-15T04:00,-5.4,62,-8.8,1006.1,0.0,0.0,0.0,0.0,0.0,3.9,248,0.0,0.0,0.26,6224.166666666667,Winter
8820,2017-03-03T06:00,-11.1,59,-16.6,971.8,0.0,0.0,0.0,0.0,0.0,13.6,307,0.01,-2.3,0.289,6271.25,Winter
4049,2017-01-29T02:00,-3.8,87,-7.3,969.5,0.07,0.0,0.0,0.0,0.0,13.2,209,0.0,1.1,0.24,6238.083333333333,Winter
8695,2017-03-02T09:00,-3.0,69,-14.0,966.1,0.14,156.0,30.0,126.0,59.7,30.4,265,0.04,1.0,0.322,6270.375,Winter
51688,2017-12-25T22:00,-6.2,57,-10.3,995.3,0.0,0.0,0.0,0.0,0.0,14.0,247,0.02,-0.9,0.264,6568.916666666667,Winter
51884,2017-12-27T07:00,-22.4,80,-25.0,980.0,0.0,0.0,0.0,0.0,0.0,3.6,264,0.0,-0.8,0.25,6570.291666666667,Winter
10513,2017-03-15T00:00,-7.7,86,-13.7,962.6,0.91,0.0,0.0,0.0,0.0,19.1,2,0.0,-1.9,0.253,6283.0,Winter
8701,2017-03-02T10:00,-1.6,58,-7.7,951.3,0.07,294.0,102.0,192.0,229.5,26.6,283,0.09,0.7,0.314,6270.416666666667,Winter
2046,2017-01-15T05:00,-5.1,66,-10.0,1006.1,0.0,0.0,0.0,0.0,0.0,7.9,309,0.01,-0.1,0.259,6224.208333333333,Winter
4899,2017-02-04T00:00,-11.4,78,-15.0,970.6,0.0,0.0,0.0,0.0,0.0,8.7,263,0.0,-0.5,0.236,6244.0,Winter
9915,2017-03-10T20:00,-9.3,60,-14.6,981.2,0.07,0.0,0.0,0.0,0.0,15.0,314,0.02,-0.8,0.27,6278.833333333333,Winter
23979,2017-06-16T12:00,14.5,97,13.8,988.0,0.0,126.0,0.0,126.0,0.2,19.1,169,0.08,14.0,0.286,6376.5,Spring
23884,2017-06-15T20:00,18.0,65,18.0,985.5,0.0,8.0,0.0,8.0,8.2,10.4,76,0.09,17.8,0.147,6375.833333333333,Spring
21730,2017-05-31T21:00,14.1,92,11.7,984.8,0.0,0.0,0.0,0.0,0.0,12.4,163,0.01,13.2,0.264,6360.875,Spring
12992,2017-04-01T05:00,-1.0,92,-3.5,984.4,0.63,0.0,0.0,0.0,0.0,7.8,68,0.0,-0.4,0.26,6300.208333333333,Spring
13341,2017-04-03T15:00,12.7,46,12.2,993.3,0.0,481.0,302.0,179.0,631.9,4.1,285,0.27,-0.9,0.347,6302.625,Spring
17818,2017-05-04T17:00,15.2,45,11.1,989.8,0.0,245.0,42.0,203.0,216.9,5.4,274,0.15,12.2,0.257,6333.708333333333,Spring
22815,2017-06-08T10:00,23.6,51,26.0,972.7,0.0,823.0,726.0,97.0,872.3,4.0,243,0.55,18.0,0.263,6368.416666666667,Spring
20630,2017-05-24T06:00,12.8,89,13.2,986.1,0.0,67.0,7.0,60.0,18.1,4.8,13,0.04,11.0,0.204,6353.25,Spring
15409,2017-04-18T00:00,6.9,70,6.8,999.2,0.0,0.0,0.0,0.0,0.0,8.0,352,0.02,8.1,0.225,6317.0,Spring
15145,2017-04-16T04:00,10.3,97,11.2,990.4,0.0,0.0,0.0,0.0,0.0,15.0,190,0.0,7.0,0.259,6315.166666666667,Spring
23586,2017-06-13T19:00,24.3,77,30.1,989.4,0.0,73.0,39.0,34.0,273.8,9.2,329,0.1,23.1,0.168,6373.791666666667,Spring
20379,2017-05-22T12:00,10.8,82,8.7,989.6,0.0,167.0,7.0,160.0,2.4,15.2,158,0.1,10.1,0.269,6351.5,Spring
20364,2017-05-22T10:00,9.8,88,7.1,990.5,0.0,139.0,13.0,126.0,9.4,15.4,159,0.08,9.6,0.275,6351.416666666667,Spring
22379,2017-06-05T09:00,14.7,85,13.9,981.3,0.0,209.0,23.0,186.0,55.0,10.8,111,0.13,13.3,0.259,6365.375,Spring
18030,2017-05-06T05:00,9.7,97,8.6,970.5,0.0,1.0,0.0,1.0,0.0,14.5,136,0.02,7.9,0.305,6335.208333333333,Spring
19324,2017-05-15T04:00,7.4,100,6.4,977.5,0.0,0.0,0.0,0.0,0.0,19.8,323,0.01,6.7,0.307,6344.166666666667,Spring
11521,2017-03-22T00:00,-2.2,86,-5.7,978.8,0.07,0.0,0.0,0.0,0.0,10.8,201,0.01,-1.1,0.235,6290.0,Spring
18028,2017-05-06T04:00,8.6,100,6.4,966.3,0.0,0.0,0.0,0.0,0.0,10.5,112,0.0,8.0,0.383,6335.166666666667,Spring
17107,2017-04-29T19:00,12.2,60,10.3,999.7,0.0,29.0,10.0,19.0,185.3,17.7,340,0.1,11.0,0.228,6328.791666666667,Spring
18711,2017-05-10T22:00,6.3,84,6.3,1001.7,0.0,0.0,0.0,0.0,0.0,5.0,330,0.0,7.1,0.24,6339.916666666667,Spring
18889,2017-05-12T04:00,6.6,93,5.0,988.7,0.0,0.0,0.0,0.0,0.0,9.6,110,0.0,5.7,0.256,6341.166666666667,Spring
19009,2017-05-13T00:00,9.1,88,7.2,984.9,0.0,0.0,0.0,0.0,0.0,11.8,128,0.01,8.6,0.247,6342.0,Spring
22350,2017-06-05T05:00,12.2,86,13.0,991.5,0.0,12.0,5.0,7.0,0.0,7.9,106,0.03,12.0,0.227,6365.208333333333,Spring
24381,2017-06-19T07:00,21.8,91,26.8,990.4,0.0,129.0,23.0,106.0,62.6,11.4,191,0.1,19.5,0.208,6379.291666666667,Spring
14921,2017-04-14T14:00,12.8,28,12.0,1010.9,0.0,818.0,722.0,96.0,944.2,4.7,4,0.43,8.1,0.234,6313.583333333333,Spring
