,time,temperature_2m,relativehumidity_2m,apparent_temperature,surface_pressure,snowfall,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed_10m,winddirection_10m,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,days_since_Jan1_2000,season
25362,2014-06-26T03:00,17.0,99,18.9,982.9,0.0,0.0,0.0,0.0,0.0,9.7,45,0.0,16.7,0.303,5290.125,Summer
33092,2014-08-18T19:00,15.7,81,15.4,968.0,0.0,19.0,6.0,13.0,91.5,6.0,335,0.03,15.3,0.254,5343.791666666667,Summer
31146,2014-08-05T07:00,19.1,93,18.7,973.3,0.0,139.0,37.0,102.0,88.8,2.3,219,0.08,18.8,0.268,5330.291666666667,Summer
25248,2014-06-25T08:00,19.2,100,22.2,986.5,0.0,26.0,0.0,26.0,0.0,5.6,220,0.03,17.9,0.32,5289.333333333333,Summer
35014,2014-09-01T03:00,19.4,100,22.7,983.4,0.0,0.0,0.0,0.0,0.0,7.0,192,0.0,19.0,0.285,5357.125,Summer
30041,2014-07-28T14:00,21.8,86,30.4,977.5,0.0,409.0,161.0,248.0,210.1,10.9,189,0.31,21.1,0.31,5322.583333333333,Summer
33316,2014-08-20T08:00,20.4,69,20.2,994.5,0.0,363.0,275.0,88.0,546.1,1.8,191,0.2,20.8,0.15,5345.333333333333,Summer
29652,2014-07-25T22:00,18.8,74,17.1,987.7,0.0,0.0,0.0,0.0,0.0,6.7,216,0.0,17.8,0.215,5319.916666666667,Summer
25592,2014-06-27T17:00,23.7,59,26.5,989.1,0.0,441.0,351.0,90.0,562.3,5.4,340,0.3,21.2,0.313,5291.708333333333,Summer
27381,2014-07-10T03:00,15.6,88,13.8,985.8,0.0,0.0,0.0,0.0,0.0,12.6,250,0.0,16.6,0.222,5304.125,Summer
33588,2014-08-22T06:00,15.0,83,15.7,990.7,0.0,35.0,18.0,17.0,0.0,10.3,126,0.04,15.2,0.223,5347.25,Summer
33959,2014-08-24T19:00,21.8,74,21.6,998.5,0.0,14.0,6.0,8.0,112.0,3.6,270,0.03,20.1,0.165,5349.791666666667,Summer
31643,2014-08-08T17:00,21.4,70,22.7,988.0,0.0,324.0,227.0,97.0,584.1,9.8,306,0.21,19.9,0.267,5333.708333333333,Summer
35234,2014-09-02T16:00,27.4,62,31.0,977.6,0.0,354.0,252.0,102.0,535.9,10.5,218,0.29,24.6,0.252,5358.666666666667,Summer
28372,2014-07-17T00:00,16.4,82,14.8,982.9,0.0,0.0,0.0,0.0,0.0,8.1,249,0.0,17.3,0.222,5311.0,Summer
29547,2014-07-25T04:00,13.5,82,9.6,984.2,0.0,0.0,0.0,0.0,0.0,10.9,236,0.01,13.5,0.227,5319.166666666667,Summer
31361,2014-08-06T18:00,20.0,64,21.1,983.1,0.0,205.0,149.0,56.0,567.0,6.1,270,0.13,19.7,0.246,5331.75,Summer
37216,2014-09-16T10:00,11.0,94,12.3,986.5,0.0,195.0,88.0,107.0,96.9,8.2,229,0.11,10.9,0.251,5372.416666666667,Summer
32570,2014-08-15T04:00,12.8,84,11.8,989.1,0.0,0.0,0.0,0.0,0.0,8.1,315,0.01,12.7,0.218,5340.166666666667,Summer
25210,2014-06-25T01:00,18.5,80,18.9,993.7,0.0,0.0,0.0,0.0,0.0,13.1,196,0.03,18.3,0.093,5289.041666666667,Summer
34935,2014-08-31T14:00,23.4,84,26.0,988.1,0.0,331.0,39.0,292.0,189.0,15.1,198,0.22,21.4,0.194,5356.583333333333,Summer
27086,2014-07-08T02:00,20.1,95,22.6,975.3,0.0,0.0,0.0,0.0,0.0,12.1,203,0.0,19.3,0.302,5302.083333333333,Summer
35544,2014-09-04T20:00,21.1,70,20.3,987.7,0.0,0.0,0.0,0.0,0.0,9.8,186,0.04,20.5,0.261,5360.833333333333,Summer
26540,2014-07-04T07:00,17.7,94,18.8,989.5,0.0,163.0,85.0,78.0,187.1,4.6,309,0.09,17.9,0.285,5298.291666666667,Summer
35824,2014-09-06T18:00,18.3,92,18.6,985.6,0.0,73.0,31.0,42.0,212.0,5.5,293,0.03,18.3,0.284,5362.75,Summer
24567,2014-06-20T14:00,16.8,51,14.3,970.9,0.0,517.0,260.0,257.0,317.1,17.4,333,0.35,16.6,0.197,5284.583333333333,Summer
30209,2014-07-29T18:00,18.8,69,20.5,996.3,0.0,140.0,62.0,78.0,260.9,5.8,7,0.1,19.6,0.237,5323.75,Summer
33772,2014-08-23T12:00,21.1,67,22.7,976.9,0.0,408.0,229.0,179.0,444.4,7.7,49,0.29,18.6,0.264,5348.5,Summer
37096,2014-09-15T14:00,15.9,47,15.9,988.9,0.0,634.0,470.0,164.0,760.1,4.2,239,0.36,14.8,0.258,5371.583333333333,Summer
44783,2014-11-07T23:00,-0.8,64,-6.0,979.5,0.0,0.0,0.0,0.0,0.0,16.0,301,0.02,1.1,0.266,5424.958333333333,Fall
47939,2014-11-29T21:00,-6.6,85,-8.4,1001.9,0.0,0.0,0.0,0.0,0.0,11.5,180,0.01,2.6,0.235,5446.875,Fall
39979,2014-10-05T15:00,13.8,38,10.9,975.8,0.0,388.0,258.0,130.0,600.2,11.0,238,0.23,13.6,0.3,5391.625,Fall
42699,2014-10-24T12:00,5.5,96,5.5,963.8,0.0,59.0,0.0,59.0,0.0,13.4,329,0.04,5.7,0.302,5410.5,Fall
37851,2014-09-20T20:00,17.4,77,16.5,971.7,0.0,0.0,0.0,0.0,0.0,15.9,183,0.04,14.4,0.197,5376.833333333333,Fall
41489,2014-10-16T02:00,19.4,88,20.9,993.6,0.0,0.0,0.0,0.0,0.0,13.1,148,0.01,18.6,0.209,5402.083333333333,Fall
43702,2014-10-31T11:00,5.6,70,3.6,990.3,0.0,146.0,12.0,134.0,36.6,1.6,63,0.07,5.7,0.271,5417.458333333333,Fall
40652,2014-10-10T07:00,6.8,85,3.0,1000.2,0.0,46.0,26.0,20.0,0.0,9.5,209,0.01,11.0,0.226,5396.291666666667,Fall
49560,2014-12-11T04:00,-2.0,96,-4.2,966.3,0.21,0.0,0.0,0.0,0.0,3.2,243,0.0,0.2,0.319,5458.166666666667,Fall
42404,2014-10-22T11:00,8.6,94,7.4,1005.3,0.0,76.0,4.0,72.0,3.9,15.1,360,0.05,11.7,0.255,5408.458333333333,Fall
45545,2014-11-13T06:00,-0.3,77,-4.2,971.2,0.0,0.0,0.0,0.0,0.0,8.1,291,0.01,0.8,0.262,5430.25,Fall
48818,2014-12-06T00:00,0.3,83,-5.7,1010.1,0.14,0.0,0.0,0.0,0.0,15.8,159,0.0,2.3,0.248,5453.0,Fall
41222,2014-10-14T06:00,10.8,98,12.5,993.5,0.0,0.0,0.0,0.0,0.0,14.5,161,0.0,9.3,0.239,5400.25,Fall
42880,2014-10-25T18:00,10.0,81,8.2,969.9,0.0,0.0,0.0,0.0,0.0,11.2,174,0.0,8.9,0.287,5411.75,Fall
38678,2014-09-26T14:00,22.8,57,24.8,979.0,0.0,610.0,517.0,93.0,834.0,7.6,329,0.41,19.0,0.19,5382.583333333333,Fall
40021,2014-10-05T22:00,7.8,75,2.1,967.1,0.0,0.0,0.0,0.0,0.0,7.9,219,0.0,7.6,0.252,5391.916666666667,Fall
43226,2014-10-28T04:00,4.5,93,2.8,970.9,0.0,0.0,0.0,0.0,0.0,2.6,164,0.0,4.8,0.269,5414.166666666667,Fall
41339,2014-10-15T01:00,16.7,94,19.3,974.0,0.0,0.0,0.0,0.0,0.0,14.1,183,0.0,14.3,0.225,5401.041666666667,Fall
39671,2014-10-03T11:00,17.7,51,17.0,995.8,0.0,667.0,580.0,87.0,873.9,6.1,90,0.38,15.8,0.183,5389.458333333333,Fall
48119,2014-12-01T03:00,7.2,89,4.9,994.2,0.0,0.0,0.0,0.0,0.0,16.3,172,0.01,5.3,0.276,5448.125,Fall
38104,2014-09-22T14:00,10.4,70,8.3,985.4,0.0,150.0,14.0,136.0,26.0,19.2,283,0.12,11.8,0.256,5378.583333333333,Fall
41337,2014-10-15T01:00,15.8,94,18.7,987.1,0.0,0.0,0.0,0.0,0.0,17.7,192,0.03,14.4,0.241,5401.041666666667,Fall
44492,2014-11-05T23:00,7.1,75,4.1,1001.3,0.0,0.0,0.0,0.0,0.0,6.5,214,0.01,9.1,0.23,5422.958333333333,Fall
44071,2014-11-03T01:00,0.7,52,-4.1,989.8,0.0,0.0,0.0,0.0,0.0,21.2,310,0.07,2.3,0.234,5420.041666666667,Fall
39073,2014-09-29T08:00,17.4,83,15.5,983.9,0.0,242.0,171.0,71.0,418.4,0.4,270,0.11,16.0,0.198,5385.333333333333,Fall
47754,2014-11-28T15:00,-3.1,64,-8.4,1002.1,0.07,175.0,95.0,80.0,406.9,12.4,300,0.05,3.0,0.242,5445.625,Fall
49450,2014-12-10T09:00,-0.6,86,-5.7,980.0,0.21,21.0,0.0,21.0,0.0,20.4,36,0.02,-1.1,0.248,5457.375,Fall
43966,2014-11-02T07:00,0.1,74,-4.7,981.5,0.0,5.0,0.0,5.0,0.0,23.3,352,0.04,2.4,0.329,5419.291666666667,Fall
38278,2014-09-23T19:00,12.2,87,10.0,997.9,0.0,0.0,0.0,0.0,0.0,8.9,243,0.0,11.9,0.23,5379.791666666667,Fall
47380,2014-11-26T00:00,3.5,60,-0.9,1002.5,0.0,0.0,0.0,0.0,0.0,15.1,267,0.04,6.4,0.25,5443.0,Fall
42601,2014-10-23T20:00,6.6,100,4.3,978.7,0.0,0.0,0.0,0.0,0.0,16.3,354,0.0,7.2,0.369,5409.833333333333,Fall
40062,2014-10-06T05:00,5.6,85,1.7,985.0,0.0,0.0,0.0,0.0,0.0,10.7,168,0.0,6.2,0.261,5392.208333333333,Fall
40318,2014-10-07T23:00,12.4,94,11.1,982.4,0.0,0.0,0.0,0.0,0.0,12.9,144,0.0,11.9,0.257,5393.958333333333,Fall
49634,2014-12-11T16:00,-1.3,92,-3.1,957.1,0.28,14.0,0.0,14.0,0.0,10.5,274,0.01,-0.5,0.244,5458.666666666667,Fall
48926,2014-12-06T18:00,0.1,97,-1.8,977.2,0.14,0.0,0.0,0.0,0.0,8.3,326,0.0,-1.0,0.258,5453.75,Fall
44324,2014-11-04T19:00,9.7,71,9.0,994.7,0.0,0.0,0.0,0.0,0.0,12.2,178,0.06,8.5,0.218,5421.791666666667,Fall
41114,2014-10-13T12:00,14.2,60,12.3,1006.0,0.0,449.0,329.0,120.0,674.8,16.3,174,0.26,14.6,0.212,5399.5,Fall
42946,2014-10-26T05:00,8.0,93,6.5,980.1,0.0,0.0,0.0,0.0,0.0,11.2,285,0.0,11.3,0.263,5412.208333333333,Fall
44440,2014-11-05T14:00,13.2,45,12.6,994.7,0.0,233.0,37.0,196.0,79.7,13.0,276,0.2,11.0,0.214,5422.583333333333,Fall
46973,2014-11-23T04:00,2.5,95,-0.3,984.6,0.0,0.0,0.0,0.0,0.0,12.3,230,0.0,-0.8,0.256,5440.166666666667,Fall
38401,2014-09-24T16:00,19.8,50,20.8,1002.1,0.0,302.0,200.0,102.0,623.4,5.6,165,0.2,17.6,0.233,5380.666666666667,Fall
46394,2014-11-19T04:00,-3.2,72,-10.0,993.8,0.14,0.0,0.0,0.0,0.0,19.9,276,0.02,3.3,0.245,5436.166666666667,Fall
39719,2014-10-03T19:00,14.6,65,12.7,968.5,0.0,0.0,0.0,0.0,0.0,13.6,158,0.04,14.9,0.159,5389.791666666667,Fall
48059,2014-11-30T17:00,4.8,83,2.3,981.6,0.0,0.0,0.0,0.0,2.2,13.3,180,0.04,2.0,0.352,5447.708333333333,Fall
49465,2014-12-10T12:00,-0.1,86,-4.9,977.7,0.21,79.0,0.0,79.0,0.0,17.6,31,0.03,-1.1,0.248,5457.5,Fall
38587,2014-09-25T23:00,13.2,94,10.7,997.7,0.0,0.0,0.0,0.0,0.0,3.8,139,0.0,10.2,0.213,5381.958333333333,Fall
45620,2014-11-13T19:00,1.2,73,-1.2,988.0,0.07,0.0,0.0,0.0,0.0,4.3,246,0.0,2.2,0.257,5430.791666666667,Fall
45281,2014-11-11T10:00,10.8,70,8.9,984.9,0.0,342.0,269.0,73.0,702.4,13.0,182,0.17,7.7,0.299,5428.416666666667,Fall
48103,2014-12-01T01:00,5.8,98,3.5,967.6,0.0,0.0,0.0,0.0,0.0,14.7,205,0.01,2.2,0.306,5448.041666666667,Fall
46108,2014-11-17T04:00,-0.4,75,-3.3,989.2,0.14,0.0,0.0,0.0,0.0,10.0,154,0.01,-0.6,0.242,5434.166666666667,Fall
9128,2014-03-05T09:00,-9.3,74,-13.3,992.9,0.07,235.0,77.0,158.0,197.7,4.9,36,0.05,-2.4,0.327,5177.375,Winter
9133,2014-03-05T10:00,-8.8,64,-11.9,979.3,0.07,383.0,159.0,224.0,362.4,2.6,344,0.09,-1.9,0.228,5177.416666666667,Winter
8497,2014-03-01T00:00,-21.8,77,-25.8,999.4,0.0,0.0,0.0,0.0,0.0,7.2,108,0.0,-1.4,0.228,5173.0,Winter
801,2014-01-06T13:00,5.7,82,2.7,947.1,0.0,41.0,1.0,40.0,4.1,16.6,243,0.05,-1.1,0.351,5119.541666666667,Winter
8676,2014-03-02T06:00,-4.9,91,-8.1,984.3,0.07,0.0,0.0,0.0,0.0,8.2,311,0.0,-2.2,0.332,5174.25,Winter
7887,2014-02-24T18:00,-8.9,71,-12.7,983.5,0.0,8.0,1.0,7.0,46.9,9.4,320,0.02,-1.1,0.239,5168.75,Winter
52341,2014-12-30T11:00,-8.3,45,-12.6,1011.2,0.0,325.0,241.0,84.0,673.5,10.3,306,0.07,0.2,0.261,5477.458333333333,Winter
10072,2014-03-11T22:00,-0.6,74,-2.7,972.7,0.0,0.0,0.0,0.0,0.0,2.5,188,0.0,-2.0,0.369,5183.916666666667,Winter
5082,2014-02-05T07:00,-9.6,89,-11.5,974.9,0.84,0.0,0.0,0.0,0.0,3.1,45,0.0,-2.1,0.235,5149.291666666667,Winter
10134,2014-03-12T09:00,-1.0,91,-3.7,959.5,0.56,56.0,0.0,56.0,0.0,9.1,18,0.03,-1.6,0.242,5184.375,Winter
2765,2014-01-20T04:00,-2.2,73,-5.3,965.8,0.0,0.0,0.0,0.0,0.0,11.9,209,0.01,-1.3,0.332,5133.166666666667,Winter
1478,2014-01-11T06:00,0.8,93,-4.2,968.9,0.0,0.0,0.0,0.0,0.0,13.0,156,0.0,-1.3,0.26,5124.25,Winter
791,2014-01-06T11:00,8.5,97,1.5,964.9,0.0,39.0,1.0,38.0,0.1,14.8,209,0.04,-0.7,0.364,5119.458333333333,Winter
5263,2014-02-06T13:00,-7.1,52,-8.9,999.9,0.0,557.0,404.0,153.0,772.6,4.3,312,0.14,-1.9,0.243,5150.541666666667,Winter
51991,2014-12-28T01:00,4.6,86,1.5,982.7,0.0,0.0,0.0,0.0,0.0,16.2,184,0.02,-0.1,0.329,5475.041666666667,Winter
9222,2014-03-06T01:00,-15.1,80,-16.5,1010.1,0.0,0.0,0.0,0.0,0.0,13.0,5,0.01,-1.9,0.243,5178.041666666667,Winter
52005,2014-12-28T03:00,5.5,82,3.4,990.3,0.0,0.0,0.0,0.0,0.0,13.4,216,0.03,2.4,0.315,5475.125,Winter
6542,2014-02-15T10:00,-3.7,77,-6.1,975.8,0.07,254.0,56.0,198.0,79.3,4.3,156,0.07,-2.3,0.315,5159.416666666667,Winter
51194,2014-12-22T12:00,1.6,78,0.0,1004.7,0.0,270.0,178.0,92.0,380.3,5.4,90,0.1,2.0,0.249,5469.5,Winter
5264,2014-02-06T13:00,-9.1,52,-12.5,989.7,0.0,530.0,381.0,149.0,778.3,5.2,245,0.11,-2.6,0.325,5150.541666666667,Winter
7897,2014-02-24T20:00,-10.6,72,-15.6,981.5,0.0,0.0,0.0,0.0,0.0,14.4,274,0.02,-0.5,0.235,5168.833333333333,Winter
5193,2014-02-06T01:00,-7.1,82,-9.2,992.6,0.0,0.0,0.0,0.0,0.0,12.3,339,0.01,-1.9,0.245,5150.041666666667,Winter
7743,2014-02-23T18:00,2.5,76,1.6,987.7,0.0,9.0,1.0,8.0,17.1,7.9,223,0.04,-1.5,0.282,5167.75,Winter
3703,2014-01-26T17:00,-8.8,50,-12.4,986.2,0.07,21.0,0.0,21.0,0.9,11.6,210,0.03,-7.3,0.246,5139.708333333333,Winter
4479,2014-02-01T02:00,-5.8,88,-11.1,991.4,0.0,0.0,0.0,0.0,0.0,9.8,234,0.0,-0.8,0.228,5145.083333333333,Winter
2885,2014-01-21T00:00,-10.9,53,-12.5,989.1,0.0,0.0,0.0,0.0,0.0,16.8,312,0.04,-1.2,0.251,5134.0,Winter
374,2014-01-03T14:00,-22.0,60,-26.7,995.4,0.0,344.0,264.0,80.0,775.7,13.2,334,0.03,-0.8,0.237,5116.583333333333,Winter
51080,2014-12-21T17:00,-6.7,82,-11.6,997.2,0.0,0.0,0.0,0.0,1.8,5.2,12,0.0,-0.4,0.252,5468.708333333333,Winter
946,2014-01-07T13:00,-14.1,58,-20.9,982.0,0.0,378.0,259.0,119.0,607.7,27.1,259,0.06,-0.7,0.287,5120.541666666667,Winter
8347,2014-02-27T23:00,-12.9,69,-19.1,983.1,0.07,0.0,0.0,0.0,0.0,15.6,255,0.01,-1.3,0.23,5171.958333333333,Winter
3302,2014-01-23T22:00,-19.1,74,-23.2,1004.8,0.0,0.0,0.0,0.0,0.0,8.7,308,0.0,-7.8,0.246,5136.916666666667,Winter
3063,2014-01-22T06:00,-23.8,68,-28.7,980.9,0.0,0.0,0.0,0.0,0.0,12.2,360,0.0,-10.5,0.325,5135.25,Winter
1756,2014-01-13T04:00,-4.5,90,-5.0,987.7,0.0,0.0,0.0,0.0,0.0,10.5,164,0.01,-0.6,0.291,5126.166666666667,Winter
1844,2014-01-13T19:00,4.1,65,0.9,965.6,0.0,0.0,0.0,0.0,0.0,17.1,173,0.05,-1.0,0.294,5126.791666666667,Winter
10486,2014-03-14T19:00,-1.1,64,-6.3,975.5,0.0,0.0,0.0,0.0,0.0,22.0,181,0.04,-0.8,0.212,5186.791666666667,Winter
8836,2014-03-03T08:00,-20.7,80,-22.5,993.9,0.0,139.0,89.0,50.0,324.7,9.3,306,0.02,-1.4,0.225,5175.333333333333,Winter
1972,2014-01-14T16:00,3.1,98,2.4,978.8,0.0,14.0,0.0,14.0,0.0,4.7,171,0.02,-0.5,0.35,5127.666666666667,Winter
52358,2014-12-30T14:00,-9.7,51,-13.6,998.7,0.0,315.0,228.0,87.0,774.1,11.1,295,0.07,-0.6,0.275,5477.583333333333,Winter
1749,2014-01-13T03:00,-3.3,93,-4.8,984.3,0.0,0.0,0.0,0.0,0.0,10.9,224,0.01,0.1,0.292,5126.125,Winter
8872,2014-03-03T14:00,-12.6,53,-17.1,974.3,0.0,589.0,376.0,213.0,695.8,14.9,307,0.09,-1.8,0.23,5175.583333333333,Winter
3268,2014-01-23T16:00,-12.2,42,-16.7,984.3,0.0,158.0,85.0,73.0,530.3,9.5,281,0.04,-10.2,0.325,5136.666666666667,Winter
3427,2014-01-24T19:00,-16.2,64,-20.7,968.8,0.0,0.0,0.0,0.0,0.0,13.4,186,0.01,-2.4,0.245,5137.791666666667,Winter
2018,2014-01-15T00:00,1.5,94,-0.3,991.2,0.0,0.0,0.0,0.0,0.0,4.5,331,0.0,1.8,0.282,5128.0,Winter
5428,2014-02-07T16:00,-7.2,58,-12.8,987.6,0.0,171.0,78.0,93.0,334.5,14.8,244,0.05,-0.8,0.222,5151.666666666667,Winter
5804,2014-02-10T07:00,-12.5,89,-15.4,968.7,0.0,0.0,0.0,0.0,0.0,8.4,313,0.0,-2.0,0.229,5154.291666666667,Winter
2783,2014-01-20T07:00,-2.2,79,-5.9,966.0,0.07,0.0,0.0,0.0,0.0,13.1,217,0.01,-1.3,0.331,5133.291666666667,Winter
2842,2014-01-20T17:00,-7.1,70,-12.2,972.4,0.0,18.0,6.0,12.0,15.9,9.4,342,0.02,-1.4,0.329,5133.708333333333,Winter
1872,2014-01-14T00:00,3.5,78,0.7,963.2,0.0,0.0,0.0,0.0,0.0,14.5,174,0.02,-0.9,0.29,5127.0,Winter
10292,2014-03-13T11:00,-13.4,64,-19.0,953.0,0.14,388.0,46.0,342.0,66.6,23.2,324,0.05,-1.6,0.236,5185.458333333333,Winter
50846,2014-12-20T02:00,-7.4,87,-9.7,1006.6,0.0,0.0,0.0,0.0,0.0,4.2,340,0.0,2.3,0.247,5467.083333333333,Winter
19075,2014-05-13T11:00,13.2,67,11.6,991.5,0.0,162.0,21.0,141.0,42.5,9.7,135,0.14,11.9,0.28,5246.458333333333,Spring
23451,2014-06-12T20:00,16.5,100,20.0,995.2,0.0,1.0,0.0,1.0,0.0,9.8,118,0.02,15.3,0.25,5276.833333333333,Spring
17442,2014-05-02T03:00,8.8,73,7.3,984.3,0.0,0.0,0.0,0.0,0.0,6.1,320,0.01,7.7,0.285,5235.125,Spring
11366,2014-03-20T22:00,-0.3,88,-5.7,972.9,0.21,0.0,0.0,0.0,0.0,20.9,249,0.0,-0.7,0.211,5192.916666666667,Spring
16839,2014-04-27T22:00,2.8,87,0.6,990.3,0.0,0.0,0.0,0.0,0.0,8.2,322,0.0,2.8,0.279,5230.916666666667,Spring
16803,2014-04-27T16:00,6.8,68,4.3,1001.4,0.0,271.0,63.0,208.0,122.0,18.1,353,0.14,4.6,0.255,5230.666666666667,Spring
21931,2014-06-02T07:00,17.2,75,14.9,993.6,0.0,324.0,253.0,71.0,586.7,11.8,168,0.18,14.9,0.236,5266.291666666667,Spring
21251,2014-05-28T13:00,10.0,82,10.9,987.3,0.0,178.0,2.0,176.0,11.4,9.0,92,0.11,10.2,0.347,5261.541666666667,Spring
19933,2014-05-19T10:00,14.4,40,12.9,997.4,0.0,700.0,527.0,173.0,769.5,16.3,332,0.42,12.6,0.241,5252.416666666667,Spring
12766,2014-03-30T15:00,1.8,80,-2.5,983.3,0.0,145.0,9.0,136.0,20.1,14.1,357,0.05,-1.1,0.311,5202.625,Spring
15102,2014-04-15T21:00,0.8,90,-2.8,963.8,1.12,0.0,0.0,0.0,0.0,15.8,305,0.0,1.3,0.333,5218.875,Spring
18852,2014-05-11T22:00,13.8,59,11.8,995.5,0.0,0.0,0.0,0.0,0.0,9.7,285,0.07,13.3,0.215,5244.916666666667,Spring
21865,2014-06-01T20:00,16.6,68,16.2,1001.3,0.0,2.0,0.0,2.0,21.8,11.8,200,0.11,15.5,0.209,5265.833333333333,Spring
15461,2014-04-18T08:00,1.2,49,-2.4,1001.4,0.0,296.0,114.0,182.0,197.3,11.0,161,0.12,-0.2,0.262,5221.333333333333,Spring
12838,2014-03-31T03:00,-2.2,90,-5.8,979.6,0.0,0.0,0.0,0.0,0.0,19.5,357,0.01,-1.7,0.388,5203.125,Spring
11843,2014-03-24T05:00,-17.7,85,-23.0,972.1,0.0,0.0,0.0,0.0,0.0,7.1,311,0.0,-1.5,0.221,5196.208333333333,Spring
19144,2014-05-13T22:00,9.7,76,9.3,994.9,0.0,0.0,0.0,0.0,0.0,14.9,148,0.04,9.6,0.226,5246.916666666667,Spring
18600,2014-05-10T04:00,14.5,99,15.1,990.9,0.0,0.0,0.0,0.0,0.0,12.1,190,0.0,12.1,0.237,5243.166666666667,Spring
22348,2014-06-05T04:00,12.4,81,11.5,974.0,0.0,0.0,0.0,0.0,0.0,4.5,166,0.0,11.5,0.303,5269.166666666667,Spring
23162,2014-06-10T20:00,18.1,78,20.5,1000.7,0.0,7.0,0.0,7.0,7.7,8.4,25,0.06,16.2,0.18,5274.833333333333,Spring
19356,2014-05-15T10:00,17.5,82,23.2,1002.4,0.0,381.0,141.0,240.0,200.1,24.8,180,0.31,12.7,0.213,5248.416666666667,Spring
23057,2014-06-10T02:00,16.1,70,14.6,985.6,0.0,0.0,0.0,0.0,0.0,9.0,74,0.03,16.3,0.184,5274.083333333333,Spring
18108,2014-05-06T18:00,11.7,47,11.4,991.6,0.0,132.0,69.0,63.0,397.3,8.1,339,0.12,10.2,0.243,5239.75,Spring
14565,2014-04-12T03:00,2.5,97,2.8,994.6,0.0,0.0,0.0,0.0,0.0,7.8,304,0.0,1.7,0.277,5215.125,Spring
12867,2014-03-31T08:00,-2.1,83,-5.5,969.3,0.0,159.0,25.0,134.0,51.3,20.2,344,0.05,-1.3,0.3,5203.333333333333,Spring
