,time,temperature_2m,relativehumidity_2m,apparent_temperature,surface_pressure,snowfall,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed_10m,winddirection_10m,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,days_since_Jan1_2000,season
13386,2018-04-03T23:00,1.0,92,-1.6,979.5,0.07,0.0,0.0,0.0,0.0,13.9,127,0.0,-0.2,0.267,6667.958333333333,Spring
19008,2018-05-13T00:00,7.0,89,3.7,974.4,0.0,0.0,0.0,0.0,0.0,3.2,297,0.0,6.1,0.194,6707.0,Spring
15806,2018-04-20T18:00,3.1,76,0.2,995.8,0.0,87.0,34.0,53.0,159.3,11.3,297,0.06,-0.6,0.281,6684.75,Spring
20697,2018-05-24T17:00,17.9,43,15.1,987.6,0.0,390.0,301.0,89.0,691.4,7.6,251,0.25,16.2,0.214,6718.708333333333,Spring
15779,2018-04-20T13:00,3.0,72,-1.1,994.0,0.07,350.0,50.0,300.0,81.9,19.5,308,0.14,-0.6,0.283,6684.541666666667,Spring
18167,2018-05-07T03:00,10.9,94,9.8,991.9,0.0,0.0,0.0,0.0,0.0,8.4,313,0.0,10.2,0.277,6701.125,Spring
21394,2018-05-29T13:00,23.2,48,25.6,985.9,0.0,873.0,724.0,149.0,730.1,12.2,360,0.6,20.5,0.244,6723.541666666667,Spring
18242,2018-05-07T16:00,13.6,38,9.8,992.3,0.0,592.0,509.0,83.0,898.5,8.9,302,0.31,13.0,0.248,6701.666666666667,Spring
11248,2018-03-20T02:00,-13.3,83,-16.9,987.7,0.0,0.0,0.0,0.0,0.0,8.9,346,0.01,-0.8,0.225,6653.083333333333,Spring
20996,2018-05-26T19:00,22.8,74,29.1,988.8,0.0,28.0,5.0,23.0,80.5,7.2,18,0.06,21.1,0.161,6720.791666666667,Spring
24030,2018-06-16T21:00,19.8,58,19.0,984.5,0.0,0.0,0.0,0.0,0.0,3.6,45,0.01,17.8,0.214,6741.875,Spring
20691,2018-05-24T16:00,20.2,40,18.7,973.5,0.0,596.0,498.0,98.0,846.3,10.6,280,0.41,17.3,0.227,6718.666666666667,Spring
16110,2018-04-22T21:00,5.2,60,5.0,1005.9,0.0,0.0,0.0,0.0,0.0,6.1,357,0.03,5.2,0.238,6686.875,Spring
11888,2018-03-24T13:00,1.1,58,-2.6,986.6,0.0,623.0,273.0,350.0,433.1,13.4,346,0.21,-0.3,0.295,6657.541666666667,Spring
14123,2018-04-09T01:00,-6.1,64,-10.5,985.6,0.0,0.0,0.0,0.0,0.0,11.5,319,0.02,-0.5,0.261,6673.041666666667,Spring
21846,2018-06-01T17:00,27.0,61,30.9,989.1,0.0,321.0,202.0,119.0,393.5,7.2,217,0.25,20.2,0.178,6726.708333333333,Spring
22115,2018-06-03T13:00,24.5,30,25.3,997.6,0.0,900.0,754.0,146.0,831.1,8.0,162,0.63,19.4,0.169,6728.541666666667,Spring
15572,2018-04-19T03:00,1.7,84,0.8,987.5,0.0,0.0,0.0,0.0,0.0,2.6,214,0.0,1.7,0.271,6683.125,Spring
20665,2018-05-24T12:00,19.1,35,19.6,988.6,0.0,957.0,854.0,103.0,929.4,6.8,328,0.59,17.0,0.284,6718.5,Spring
19527,2018-05-16T14:00,18.9,45,20.1,1000.0,0.0,861.0,738.0,123.0,907.2,15.5,183,0.56,14.6,0.228,6710.583333333333,Spring
12383,2018-03-27T23:00,2.6,70,0.4,1002.0,0.14,0.0,0.0,0.0,0.0,17.9,171,0.05,0.6,0.254,6660.958333333333,Spring
17484,2018-05-02T10:00,23.2,44,25.7,994.0,0.0,779.0,674.0,105.0,867.3,11.4,235,0.59,16.4,0.259,6696.416666666667,Spring
16549,2018-04-25T22:00,6.2,100,9.0,976.3,0.0,0.0,0.0,0.0,0.0,13.9,127,0.0,0.2,0.371,6689.916666666667,Spring
23876,2018-06-15T19:00,17.9,71,19.5,984.6,0.0,112.0,72.0,40.0,517.6,8.1,225,0.09,16.9,0.215,6740.791666666667,Spring
15138,2018-04-16T03:00,-2.2,89,-6.7,988.3,0.0,0.0,0.0,0.0,0.0,20.9,111,0.0,-0.9,0.377,6680.125,Spring
22604,2018-06-06T23:00,12.9,87,12.8,998.1,0.0,0.0,0.0,0.0,0.0,4.4,171,0.0,12.3,0.222,6731.958333333333,Spring
17513,2018-05-02T14:00,24.3,37,27.9,992.9,0.0,801.0,653.0,148.0,853.6,18.5,237,0.67,14.3,0.244,6696.583333333333,Spring
16500,2018-04-25T14:00,8.5,99,10.7,983.1,0.0,113.0,0.0,113.0,0.0,14.7,112,0.08,-0.1,0.362,6689.583333333333,Spring
13119,2018-04-02T02:00,-2.6,46,-6.1,987.6,0.0,0.0,0.0,0.0,0.0,2.5,262,0.0,-0.2,0.278,6666.083333333333,Spring
11986,2018-03-25T05:00,-7.2,91,-9.5,994.4,0.0,0.0,0.0,0.0,0.0,10.0,13,0.0,-0.3,0.295,6658.208333333333,Spring
15904,2018-04-21T10:00,4.1,62,1.9,999.5,0.0,630.0,446.0,184.0,750.6,14.8,311,0.25,-0.6,0.274,6685.416666666667,Spring
12366,2018-03-27T21:00,3.2,63,0.4,1002.7,0.0,0.0,0.0,0.0,0.0,18.7,164,0.06,0.6,0.254,6660.875,Spring
16146,2018-04-23T03:00,-1.8,73,-4.4,999.0,0.0,0.0,0.0,0.0,0.0,7.7,191,0.01,-0.2,0.293,6687.125,Spring
24052,2018-06-17T00:00,15.8,73,14.0,986.4,0.0,0.0,0.0,0.0,0.0,9.7,219,0.02,14.4,0.188,6742.0,Spring
15465,2018-04-18T09:00,5.1,63,0.6,982.6,0.0,510.0,301.0,209.0,562.7,17.0,276,0.18,1.3,0.284,6682.375,Spring
22261,2018-06-04T14:00,9.7,91,8.3,963.0,0.0,100.0,1.0,99.0,1.2,16.9,156,0.06,10.1,0.224,6729.583333333333,Spring
