,time,temperature_2m,relativehumidity_2m,apparent_temperature,surface_pressure,snowfall,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed_10m,winddirection_10m,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,days_since_Jan1_2000,season
26999,2021-07-07T11:00,19.2,66,17.9,989.7,0.0,210.0,26.0,184.0,79.9,7.2,323,0.17,18.9,0.224,7858.458333333333,Summer
33620,2021-08-22T11:00,25.9,71,29.1,982.0,0.0,466.0,206.0,260.0,272.7,11.2,57,0.34,23.8,0.321,7904.458333333333,Summer
35627,2021-09-05T09:00,19.8,71,19.1,978.4,0.0,309.0,170.0,139.0,237.6,10.4,180,0.2,17.7,0.277,7918.375,Summer
25660,2021-06-28T04:00,24.0,75,26.1,992.0,0.0,0.0,0.0,0.0,0.0,10.7,194,0.03,22.3,0.139,7849.166666666667,Summer
25814,2021-06-29T06:00,25.0,88,30.5,1000.6,0.0,120.0,76.0,44.0,261.9,4.1,225,0.08,23.4,0.099,7850.25,Summer
26990,2021-07-07T10:00,21.3,62,23.5,971.3,0.0,679.0,505.0,174.0,648.6,9.8,306,0.45,20.5,0.223,7858.416666666667,Summer
32641,2021-08-15T16:00,22.1,46,21.8,991.3,0.0,554.0,441.0,113.0,805.5,7.6,341,0.36,21.9,0.265,7897.666666666667,Summer
34535,2021-08-28T19:00,16.5,76,14.3,995.6,0.0,4.0,0.0,4.0,4.8,13.1,143,0.05,17.1,0.147,7910.791666666667,Summer
28717,2021-07-19T10:00,21.5,85,25.2,998.6,0.0,481.0,261.0,220.0,240.0,3.2,333,0.31,21.4,0.253,7870.416666666667,Summer
34931,2021-08-31T13:00,23.2,61,24.3,981.1,0.0,609.0,486.0,123.0,499.5,13.7,273,0.43,21.6,0.207,7913.541666666667,Summer
31337,2021-08-06T14:00,27.2,53,29.8,992.9,0.0,677.0,556.0,121.0,689.7,10.7,222,0.52,23.6,0.208,7888.583333333333,Summer
31049,2021-08-04T14:00,24.7,55,26.0,992.5,0.0,612.0,290.0,322.0,437.4,5.1,219,0.43,22.4,0.241,7886.583333333333,Summer
32975,2021-08-17T23:00,19.8,98,22.5,991.9,0.0,0.0,0.0,0.0,0.0,9.4,176,0.0,19.5,0.209,7899.958333333333,Summer
36909,2021-09-14T07:00,14.3,89,12.4,974.7,0.0,130.0,88.0,42.0,293.3,0.5,135,0.05,13.8,0.22,7927.291666666667,Summer
24753,2021-06-21T21:00,24.1,81,26.3,973.7,0.0,0.0,0.0,0.0,0.0,13.0,204,0.04,22.5,0.183,7842.875,Summer
37417,2021-09-17T20:00,19.5,88,22.1,990.0,0.0,0.0,0.0,0.0,0.0,8.7,156,0.0,19.3,0.306,7930.833333333333,Summer
31731,2021-08-09T08:00,21.3,93,25.1,1000.6,0.0,163.0,43.0,120.0,86.0,8.4,59,0.12,20.3,0.201,7891.333333333333,Summer
28842,2021-07-20T07:00,21.0,91,22.7,981.8,0.0,238.0,142.0,96.0,369.1,4.0,260,0.13,20.6,0.339,7871.291666666667,Summer
32989,2021-08-18T02:00,20.3,100,24.4,977.8,0.0,0.0,0.0,0.0,0.0,7.8,193,0.0,19.4,0.234,7900.083333333333,Summer
31871,2021-08-10T07:00,21.3,85,23.8,989.4,0.0,112.0,33.0,79.0,78.8,9.4,173,0.08,20.8,0.242,7892.291666666667,Summer
28406,2021-07-17T06:00,18.5,99,22.4,988.0,0.0,9.0,0.0,9.0,0.0,1.6,27,0.03,19.1,0.325,7868.25,Summer
36007,2021-09-08T01:00,14.5,90,11.4,981.0,0.0,0.0,0.0,0.0,0.0,13.7,162,0.0,14.1,0.225,7921.041666666667,Summer
33701,2021-08-23T00:00,21.3,89,22.8,968.7,0.0,0.0,0.0,0.0,0.0,9.7,90,0.0,21.0,0.244,7905.0,Summer
33797,2021-08-23T16:00,22.5,100,29.6,979.6,0.0,191.0,77.0,114.0,137.6,4.3,85,0.15,22.6,0.34,7905.666666666667,Summer
24503,2021-06-20T03:00,15.8,90,17.0,989.2,0.0,0.0,0.0,0.0,0.0,3.6,217,0.0,16.3,0.212,7841.125,Summer
25748,2021-06-28T19:00,29.8,56,32.9,988.6,0.0,74.0,32.0,42.0,306.1,8.2,247,0.12,28.0,0.149,7849.791666666667,Summer
27547,2021-07-11T07:00,18.5,84,17.3,990.3,0.0,266.0,129.0,137.0,338.7,6.1,183,0.14,17.7,0.248,7862.291666666667,Summer
29667,2021-07-26T00:00,19.1,98,22.3,989.9,0.0,0.0,0.0,0.0,0.0,7.1,225,0.0,18.6,0.239,7877.0,Summer
34513,2021-08-28T16:00,20.0,72,21.8,1003.9,0.0,84.0,1.0,83.0,122.6,8.0,126,0.11,20.5,0.206,7910.666666666667,Summer
32907,2021-08-17T12:00,23.0,73,25.3,990.8,0.0,380.0,76.0,304.0,138.0,7.6,180,0.27,21.0,0.237,7899.5,Summer
33761,2021-08-23T10:00,24.7,68,26.4,984.5,0.0,430.0,231.0,199.0,326.0,12.0,159,0.31,23.3,0.182,7905.416666666667,Summer
35189,2021-09-02T08:00,15.5,76,11.4,983.8,0.0,314.0,223.0,91.0,532.0,16.0,346,0.15,15.6,0.182,7915.333333333333,Summer
31635,2021-08-08T16:00,26.2,67,31.6,992.2,0.0,357.0,216.0,141.0,499.3,3.3,347,0.27,24.2,0.197,7890.666666666667,Summer
47647,2021-11-27T21:00,-6.1,83,-11.2,981.8,0.0,0.0,0.0,0.0,0.0,12.4,287,0.0,-0.2,0.256,8001.875,Fall
46011,2021-11-16T12:00,3.8,52,-1.4,998.5,0.0,309.0,142.0,167.0,495.2,18.3,285,0.12,7.5,0.261,7990.5,Fall
41811,2021-10-18T08:00,8.8,76,6.8,986.0,0.0,196.0,143.0,53.0,467.7,9.7,285,0.08,9.9,0.262,7961.333333333333,Fall
47141,2021-11-24T08:00,-4.8,75,-10.3,978.4,0.0,51.0,32.0,19.0,0.0,7.2,307,0.01,-1.1,0.263,7998.333333333333,Fall
42166,2021-10-20T19:00,14.7,74,13.7,981.6,0.0,0.0,0.0,0.0,0.0,10.3,241,0.03,14.0,0.313,7963.791666666667,Fall
46111,2021-11-17T05:00,0.7,88,-3.2,1002.3,0.0,0.0,0.0,0.0,0.0,3.4,252,0.0,0.2,0.262,7991.208333333333,Fall
43017,2021-10-26T17:00,10.2,97,10.0,989.3,0.0,4.0,0.0,4.0,12.7,13.0,355,0.03,12.1,0.284,7969.708333333333,Fall
44980,2021-11-09T08:00,5.8,85,1.9,995.9,0.0,105.0,70.0,35.0,277.2,5.9,259,0.03,3.2,0.227,7983.333333333333,Fall
46220,2021-11-17T23:00,2.6,97,-1.0,985.2,0.0,0.0,0.0,0.0,0.0,19.5,164,0.0,0.8,0.287,7991.958333333333,Fall
45142,2021-11-10T11:00,12.3,78,12.1,994.5,0.0,367.0,229.0,138.0,251.8,14.5,305,0.2,9.7,0.252,7984.458333333333,Fall
42343,2021-10-22T01:00,12.3,92,10.4,961.4,0.0,0.0,0.0,0.0,0.0,9.8,163,0.0,11.4,0.285,7965.041666666667,Fall
42334,2021-10-21T23:00,13.3,92,13.7,987.2,0.0,0.0,0.0,0.0,0.0,11.6,185,0.0,13.6,0.234,7964.958333333333,Fall
44006,2021-11-02T14:00,7.3,66,3.1,988.0,0.0,278.0,137.0,141.0,351.1,13.8,242,0.12,8.1,0.285,7976.583333333333,Fall
49093,2021-12-07T22:00,-2.4,72,-6.2,988.3,0.0,0.0,0.0,0.0,0.0,3.7,299,0.0,-0.1,0.351,8011.916666666667,Fall
42801,2021-10-25T05:00,6.3,89,4.7,1002.3,0.0,0.0,0.0,0.0,0.0,7.2,96,0.0,10.5,0.244,7968.208333333333,Fall
47894,2021-11-29T14:00,-4.1,71,-8.8,985.6,0.0,133.0,12.0,121.0,93.2,10.2,321,0.04,-0.2,0.25,8003.583333333333,Fall
42791,2021-10-25T03:00,2.5,94,-1.0,990.5,0.0,0.0,0.0,0.0,0.0,6.7,106,0.0,3.0,0.26,7968.125,Fall
38250,2021-09-23T15:00,24.9,63,25.9,972.6,0.0,310.0,131.0,179.0,305.4,19.8,147,0.26,22.2,0.201,7936.625,Fall
43659,2021-10-31T04:00,11.2,100,11.9,974.1,0.0,0.0,0.0,0.0,0.0,8.4,290,0.0,10.4,0.347,7974.166666666667,Fall
48727,2021-12-05T09:00,1.1,69,-0.6,1004.9,0.0,131.0,52.0,79.0,205.2,6.1,208,0.05,0.1,0.253,8009.375,Fall
38441,2021-09-24T22:00,16.0,75,14.1,999.8,0.0,0.0,0.0,0.0,0.0,9.2,169,0.01,18.7,0.257,7937.916666666667,Fall
49094,2021-12-07T22:00,-6.9,59,-9.1,994.7,0.0,0.0,0.0,0.0,0.0,6.9,354,0.01,-0.7,0.286,8011.916666666667,Fall
47125,2021-11-24T06:00,-6.9,83,-12.7,994.4,0.0,0.0,0.0,0.0,0.0,7.6,278,0.0,-1.5,0.264,7998.25,Fall
49907,2021-12-13T13:00,6.0,58,2.3,985.0,0.0,262.0,122.0,140.0,333.7,16.3,235,0.13,2.7,0.282,8017.541666666667,Fall
49050,2021-12-07T15:00,2.1,47,-1.0,996.9,0.0,117.0,7.0,110.0,55.0,10.5,266,0.08,2.6,0.276,8011.625,Fall
49331,2021-12-09T13:00,0.2,47,-3.6,998.0,0.0,309.0,151.0,158.0,335.9,13.6,302,0.12,-0.4,0.259,8013.541666666667,Fall
39825,2021-10-04T13:00,11.9,99,11.9,986.5,0.0,58.0,1.0,57.0,0.8,11.4,118,0.05,12.6,0.364,7947.541666666667,Fall
48656,2021-12-04T21:00,-2.3,87,-5.1,990.0,0.14,0.0,0.0,0.0,0.0,6.3,301,0.0,-0.1,0.26,8008.875,Fall
46174,2021-11-17T15:00,5.2,62,1.0,987.8,0.0,141.0,18.0,123.0,97.7,11.3,163,0.08,3.3,0.342,7991.625,Fall
42781,2021-10-25T02:00,7.1,100,7.1,997.6,0.0,0.0,0.0,0.0,0.0,5.9,104,0.0,7.7,0.242,7968.083333333333,Fall
42853,2021-10-25T14:00,9.0,98,8.1,992.2,0.0,94.0,5.0,89.0,9.2,11.4,62,0.04,9.0,0.3,7968.583333333333,Fall
41716,2021-10-17T16:00,12.6,62,9.4,973.2,0.0,136.0,61.0,75.0,343.5,9.9,289,0.07,13.7,0.343,7960.666666666667,Fall
48998,2021-12-07T06:00,-0.7,51,-5.4,981.7,0.0,0.0,0.0,0.0,0.0,12.9,283,0.03,0.6,0.365,8011.25,Fall
43388,2021-10-29T07:00,0.1,97,-4.2,969.7,0.0,13.0,5.0,8.0,0.0,1.1,360,0.0,2.5,0.264,7972.291666666667,Fall
41875,2021-10-18T19:00,7.7,83,4.3,964.9,0.0,0.0,0.0,0.0,0.0,14.1,302,0.0,8.5,0.285,7961.791666666667,Fall
49154,2021-12-08T08:00,-3.0,70,-7.7,987.1,0.21,7.0,0.0,7.0,0.0,5.8,120,0.01,-0.7,0.347,8012.333333333333,Fall
49977,2021-12-14T01:00,3.9,65,0.8,998.4,0.0,0.0,0.0,0.0,0.0,17.1,288,0.07,3.2,0.266,8018.041666666667,Fall
39250,2021-09-30T13:00,13.8,74,11.3,973.4,0.0,460.0,258.0,202.0,366.2,12.7,325,0.23,12.9,0.253,7943.541666666667,Fall
41580,2021-10-16T18:00,15.9,95,17.1,985.4,0.0,0.0,0.0,0.0,0.0,7.5,215,0.0,18.0,0.292,7959.75,Fall
42514,2021-10-23T05:00,1.9,90,-1.6,985.9,0.0,0.0,0.0,0.0,0.0,3.4,238,0.0,4.0,0.282,7966.208333333333,Fall
38091,2021-09-22T12:00,23.7,70,25.7,1000.7,0.0,348.0,109.0,239.0,190.2,21.6,176,0.3,21.8,0.191,7935.5,Fall
39933,2021-10-05T07:00,10.6,100,10.8,991.4,0.0,6.0,0.0,6.0,0.0,4.7,99,0.02,11.2,0.372,7948.291666666667,Fall
50017,2021-12-14T08:00,2.4,77,0.3,1005.9,0.0,25.0,14.0,11.0,0.0,6.3,301,0.02,2.4,0.264,8018.333333333333,Fall
50389,2021-12-16T22:00,11.2,75,9.5,986.8,0.0,0.0,0.0,0.0,0.0,18.2,214,0.06,8.1,0.276,8020.916666666667,Fall
46462,2021-11-19T15:00,4.9,54,0.8,998.9,0.0,230.0,161.0,69.0,628.9,21.0,283,0.13,5.7,0.277,7993.625,Fall
42573,2021-10-23T15:00,8.2,60,5.4,997.0,0.0,141.0,17.0,124.0,99.6,7.3,11,0.09,12.6,0.246,7966.625,Fall
38864,2021-09-27T21:00,16.2,94,15.6,964.2,0.0,0.0,0.0,0.0,0.0,7.5,215,0.0,14.8,0.281,7940.875,Fall
49825,2021-12-13T00:00,1.5,64,-1.7,997.0,0.0,0.0,0.0,0.0,0.0,15.5,202,0.04,3.5,0.259,8017.0,Fall
49357,2021-12-09T18:00,-3.5,52,-7.6,989.7,0.0,0.0,0.0,0.0,0.0,3.1,54,0.0,-0.8,0.338,8013.75,Fall
45466,2021-11-12T17:00,8.9,96,7.3,992.6,0.0,3.0,1.0,2.0,7.7,5.6,207,0.02,10.3,0.279,7986.708333333333,Fall
9526,2021-03-08T03:00,-11.8,76,-15.4,994.6,0.0,0.0,0.0,0.0,0.0,0.4,270,0.0,-1.2,0.324,7737.125,Winter
51835,2021-12-26T23:00,-3.8,81,-5.3,1002.1,0.0,0.0,0.0,0.0,0.0,16.7,327,0.01,1.8,0.241,8030.958333333333,Winter
6608,2021-02-15T21:00,-7.6,91,-9.6,994.1,0.0,0.0,0.0,0.0,0.0,5.2,78,0.0,-1.4,0.215,7716.875,Winter
9306,2021-03-06T15:00,-7.1,56,-12.0,988.8,0.0,432.0,229.0,203.0,434.7,12.6,290,0.09,-1.4,0.238,7735.625,Winter
110,2021-01-01T18:00,-1.3,70,-4.3,1008.9,0.0,0.0,0.0,0.0,0.0,7.4,104,0.01,1.9,0.246,7671.75,Winter
8864,2021-03-03T13:00,-0.3,74,-3.7,991.1,0.0,226.0,22.0,204.0,85.2,5.4,318,0.08,0.6,0.255,7732.541666666667,Winter
10495,2021-03-14T21:00,-5.9,46,-10.5,995.9,0.0,0.0,0.0,0.0,0.0,23.7,327,0.06,-0.7,0.272,7743.875,Winter
1259,2021-01-09T17:00,-8.0,78,-12.1,985.5,0.0,5.0,2.0,3.0,57.4,9.2,312,0.01,-1.8,0.238,7679.708333333333,Winter
3335,2021-01-24T03:00,-17.8,82,-21.3,991.2,0.0,0.0,0.0,0.0,0.0,14.0,312,0.01,-1.4,0.229,7694.125,Winter
5987,2021-02-11T13:00,-3.0,52,-6.4,999.4,0.0,581.0,465.0,116.0,888.2,13.1,307,0.16,-1.4,0.225,7712.541666666667,Winter
51477,2021-12-24T11:00,-6.8,65,-14.9,973.1,0.0,279.0,170.0,109.0,430.4,2.6,164,0.05,-0.6,0.243,8028.458333333333,Winter
8869,2021-03-03T14:00,2.3,64,-2.2,975.3,0.0,275.0,33.0,242.0,144.4,11.3,277,0.11,-1.0,0.343,7732.583333333333,Winter
4467,2021-02-01T00:00,-17.0,84,-21.7,1006.9,0.0,0.0,0.0,0.0,0.0,2.6,56,0.0,1.3,0.228,7702.0,Winter
1502,2021-01-11T10:00,-5.5,85,-8.2,994.3,0.0,79.0,6.0,73.0,17.4,7.9,196,0.03,-1.8,0.236,7681.416666666667,Winter
1071,2021-01-08T10:00,-6.3,76,-10.9,1002.8,0.0,145.0,20.0,125.0,141.9,11.8,333,0.03,2.0,0.236,7678.416666666667,Winter
2645,2021-01-19T08:00,-6.7,67,-6.3,992.8,0.0,23.0,12.0,11.0,0.0,7.2,270,0.01,-1.1,0.269,7689.333333333333,Winter
5212,2021-02-06T04:00,-4.6,90,-9.2,975.6,0.0,0.0,0.0,0.0,0.0,8.4,227,0.0,-1.1,0.217,7707.166666666667,Winter
4569,2021-02-01T17:00,-7.3,69,-9.9,990.0,0.0,41.0,23.0,18.0,369.8,8.3,56,0.01,-1.4,0.22,7702.708333333333,Winter
10866,2021-03-17T11:00,4.4,59,4.0,973.9,0.0,691.0,604.0,87.0,911.3,4.9,216,0.3,-1.4,0.26,7746.458333333333,Winter
10041,2021-03-11T17:00,12.8,59,12.8,968.3,0.0,160.0,92.0,68.0,495.2,16.6,204,0.17,-1.0,0.35,7740.708333333333,Winter
51931,2021-12-27T15:00,-4.9,74,-9.2,998.8,0.0,113.0,5.0,108.0,19.4,5.6,40,0.03,1.8,0.24,8031.625,Winter
790,2021-01-06T11:00,-5.2,83,-9.1,988.1,0.0,201.0,106.0,95.0,278.5,6.4,308,0.05,-1.7,0.245,7676.458333333333,Winter
5097,2021-02-05T09:00,-3.4,78,-7.4,969.4,0.21,49.0,0.0,49.0,0.0,12.1,153,0.02,-1.2,0.302,7706.375,Winter
1605,2021-01-12T03:00,-3.9,94,-7.2,990.3,0.14,0.0,0.0,0.0,0.0,8.8,171,0.0,-1.8,0.236,7682.125,Winter
808,2021-01-06T14:00,-0.4,63,-2.6,990.4,0.0,308.0,203.0,105.0,626.4,17.4,330,0.12,-1.0,0.255,7676.583333333333,Winter
4884,2021-02-03T22:00,-3.3,95,-5.1,975.3,0.14,0.0,0.0,0.0,0.0,9.4,320,0.0,-1.3,0.22,7704.916666666667,Winter
10298,2021-03-13T12:00,1.9,41,0.7,999.7,0.0,772.0,679.0,93.0,968.4,13.4,297,0.3,-0.4,0.288,7742.5,Winter
4123,2021-01-29T15:00,-15.0,66,-19.5,970.9,0.0,315.0,225.0,90.0,690.3,17.2,323,0.04,-1.2,0.226,7699.625,Winter
5419,2021-02-07T15:00,-2.8,70,-8.4,983.5,0.07,172.0,14.0,158.0,64.1,12.2,161,0.05,-1.3,0.218,7708.625,Winter
51304,2021-12-23T06:00,-12.9,81,-20.1,985.6,0.0,0.0,0.0,0.0,0.0,16.0,284,0.01,-0.7,0.247,8027.25,Winter
546,2021-01-04T19:00,-1.7,93,-4.9,968.8,0.0,0.0,0.0,0.0,0.0,8.5,332,0.0,-1.3,0.243,7674.791666666667,Winter
5046,2021-02-05T01:00,-11.1,90,-13.4,986.5,0.0,0.0,0.0,0.0,0.0,3.6,233,0.0,-1.4,0.232,7706.041666666667,Winter
7887,2021-02-24T18:00,2.8,79,-0.3,976.6,0.0,7.0,0.0,7.0,6.3,12.4,154,0.04,-1.1,0.214,7725.75,Winter
7386,2021-02-21T07:00,-12.1,79,-17.2,995.0,0.0,2.0,1.0,1.0,0.0,8.5,332,0.01,-1.1,0.319,7722.291666666667,Winter
11066,2021-03-18T20:00,2.2,100,0.6,990.6,0.07,0.0,0.0,0.0,0.0,17.3,4,0.0,0.7,0.33,7747.833333333333,Winter
3909,2021-01-28T03:00,-6.3,93,-9.8,991.5,0.07,0.0,0.0,0.0,0.0,7.5,305,0.0,-1.3,0.225,7698.125,Winter
51604,2021-12-25T08:00,-1.2,98,-4.5,982.7,0.0,2.0,0.0,2.0,0.0,5.8,150,0.01,-1.8,0.275,8029.333333333333,Winter
8661,2021-03-02T03:00,-16.6,62,-23.7,996.6,0.0,0.0,0.0,0.0,0.0,25.6,302,0.02,1.0,0.268,7731.125,Winter
4425,2021-01-31T17:00,-10.4,64,-15.9,990.8,0.0,44.0,14.0,30.0,256.3,5.1,352,0.01,-1.6,0.307,7701.708333333333,Winter
1240,2021-01-09T14:00,-5.7,61,-10.4,984.4,0.0,294.0,218.0,76.0,683.9,11.3,323,0.07,-1.8,0.239,7679.583333333333,Winter
3703,2021-01-26T17:00,-2.7,81,-4.7,991.5,0.49,6.0,0.0,6.0,18.9,0.7,90,0.01,-1.7,0.251,7696.708333333333,Winter
4741,2021-02-02T22:00,-3.8,89,-8.7,982.6,0.21,0.0,0.0,0.0,0.0,20.0,352,0.0,1.3,0.227,7703.916666666667,Winter
3275,2021-01-23T17:00,-12.2,69,-17.9,983.8,0.0,32.0,14.0,18.0,179.1,14.6,303,0.01,-1.3,0.319,7693.708333333333,Winter
9726,2021-03-09T13:00,3.2,72,-0.2,1008.5,0.0,431.0,116.0,315.0,136.2,15.5,318,0.16,0.3,0.249,7738.541666666667,Winter
8929,2021-03-04T00:00,-3.1,78,-4.6,992.7,0.0,0.0,0.0,0.0,0.0,9.8,332,0.02,0.6,0.253,7733.0,Winter
2029,2021-01-15T02:00,-0.8,92,-2.7,991.4,0.0,0.0,0.0,0.0,0.0,4.7,9,0.0,-1.6,0.246,7685.083333333333,Winter
9036,2021-03-04T18:00,-7.7,63,-12.6,992.7,0.07,15.0,2.0,13.0,54.5,19.4,305,0.04,0.7,0.25,7733.75,Winter
8455,2021-02-28T17:00,3.6,72,0.1,984.8,0.0,96.0,8.0,88.0,43.1,10.5,142,0.05,-0.8,0.355,7729.708333333333,Winter
52490,2021-12-31T12:00,4.8,88,1.2,980.1,0.0,170.0,36.0,134.0,137.1,7.9,164,0.06,0.9,0.369,8035.5,Winter
7888,2021-02-24T18:00,1.7,84,-1.8,975.0,0.14,3.0,0.0,3.0,0.0,6.6,81,0.02,-1.0,0.211,7725.75,Winter
11712,2021-03-23T08:00,5.8,60,2.5,994.9,0.0,266.0,207.0,59.0,595.1,10.1,180,0.11,-0.9,0.29,7752.333333333333,Spring
18220,2021-05-07T12:00,14.0,33,12.6,985.1,0.0,689.0,387.0,302.0,649.8,1.1,198,0.38,11.7,0.262,7797.5,Spring
17631,2021-05-03T10:00,7.9,54,5.8,996.9,0.0,218.0,6.0,212.0,23.2,3.7,29,0.13,8.1,0.249,7793.416666666667,Spring
22101,2021-06-03T11:00,21.2,55,19.1,982.7,0.0,457.0,204.0,253.0,173.7,13.4,188,0.32,18.3,0.249,7824.458333333333,Spring
13551,2021-04-05T02:00,5.1,59,2.5,989.8,0.0,0.0,0.0,0.0,0.0,15.8,313,0.06,3.2,0.24,7765.083333333333,Spring
12980,2021-04-01T03:00,7.0,98,6.7,984.1,0.0,0.0,0.0,0.0,0.0,18.9,342,0.0,6.3,0.29,7761.125,Spring
20965,2021-05-26T14:00,30.2,46,31.0,965.5,0.0,627.0,485.0,142.0,596.9,21.6,233,0.59,25.7,0.121,7816.583333333333,Spring
14230,2021-04-09T19:00,14.4,65,13.1,996.3,0.0,4.0,0.0,4.0,30.6,13.5,196,0.09,12.9,0.204,7769.791666666667,Spring
14536,2021-04-11T22:00,9.8,72,8.9,980.1,0.0,0.0,0.0,0.0,0.0,11.4,145,0.04,9.5,0.22,7771.916666666667,Spring
15821,2021-04-20T20:00,7.9,58,5.6,981.1,0.0,0.0,0.0,0.0,0.0,5.9,259,0.02,8.2,0.348,7780.833333333333,Spring
21251,2021-05-28T13:00,11.4,45,6.5,988.3,0.0,450.0,124.0,326.0,141.1,4.0,10,0.23,12.8,0.226,7818.541666666667,Spring
13156,2021-04-02T08:00,-4.3,50,-11.3,972.9,0.0,301.0,191.0,110.0,487.8,15.7,323,0.07,-0.7,0.269,7762.333333333333,Spring
15989,2021-04-22T00:00,-1.4,83,-7.7,957.5,0.14,0.0,0.0,0.0,0.0,15.8,311,0.0,0.5,0.285,7782.0,Spring
15544,2021-04-18T22:00,6.1,78,4.1,982.6,0.0,0.0,0.0,0.0,0.0,4.3,180,0.0,3.0,0.292,7778.916666666667,Spring
12722,2021-03-30T08:00,3.5,46,-3.9,998.4,0.0,301.0,238.0,63.0,622.7,13.6,168,0.1,-0.6,0.28,7759.333333333333,Spring
12496,2021-03-28T18:00,4.3,100,1.9,951.9,0.0,4.0,0.0,4.0,0.0,15.5,155,0.02,3.0,0.321,7757.75,Spring
17578,2021-05-03T01:00,5.5,61,2.0,982.2,0.0,0.0,0.0,0.0,0.0,10.7,20,0.04,6.0,0.267,7793.041666666667,Spring
19777,2021-05-18T08:00,16.1,63,13.3,995.0,0.0,384.0,261.0,123.0,533.3,9.1,279,0.21,14.4,0.188,7808.333333333333,Spring
21597,2021-05-30T23:00,7.5,100,5.7,999.8,0.0,0.0,0.0,0.0,0.0,12.0,9,0.0,7.5,0.33,7820.958333333333,Spring
20543,2021-05-23T15:00,16.1,59,13.5,989.4,0.0,266.0,19.0,247.0,93.0,21.0,347,0.24,16.0,0.17,7813.625,Spring
13937,2021-04-07T18:00,11.3,74,9.6,988.9,0.0,48.0,4.0,44.0,50.9,7.9,24,0.05,8.2,0.276,7767.75,Spring
16900,2021-04-28T08:00,12.4,73,9.1,985.7,0.0,330.0,248.0,82.0,444.6,4.9,126,0.15,8.5,0.259,7788.333333333333,Spring
23072,2021-06-10T05:00,14.3,65,12.9,987.1,0.0,23.0,9.0,14.0,0.0,10.9,9,0.05,15.2,0.222,7831.208333333333,Spring
18497,2021-05-09T10:00,12.1,51,10.1,982.2,0.0,703.0,500.0,203.0,545.2,9.7,285,0.35,10.2,0.319,7799.416666666667,Spring
12001,2021-03-25T08:00,9.4,100,9.4,984.3,0.0,99.0,24.0,75.0,57.0,9.7,178,0.05,5.9,0.372,7754.333333333333,Spring
