,time,temperature_2m,relativehumidity_2m,apparent_temperature,surface_pressure,snowfall,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed_10m,winddirection_10m,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,days_since_Jan1_2000,season
16083,2022-04-22T16:00,9.5,57,7.2,1011.1,0.0,426.0,292.0,134.0,549.2,17.5,127,0.24,7.5,0.278,8147.666666666667,Spring
15827,2022-04-20T21:00,3.1,59,1.5,997.5,0.0,0.0,0.0,0.0,0.0,2.6,286,0.0,-0.2,0.364,8145.875,Spring
11347,2022-03-20T19:00,3.8,92,1.5,976.6,0.0,0.0,0.0,0.0,0.0,10.9,153,0.0,4.2,0.366,8114.791666666667,Spring
22065,2022-06-03T05:00,15.1,99,17.6,985.8,0.0,2.0,0.0,2.0,0.0,4.3,312,0.02,15.0,0.227,8189.208333333333,Spring
22391,2022-06-05T11:00,18.6,40,17.6,983.0,0.0,801.0,606.0,195.0,755.8,14.2,153,0.5,17.2,0.278,8191.458333333333,Spring
23037,2022-06-09T23:00,12.9,96,13.0,961.0,0.0,0.0,0.0,0.0,0.0,9.0,178,0.0,12.9,0.299,8195.958333333334,Spring
19859,2022-05-18T21:00,10.7,65,8.9,966.9,0.0,0.0,0.0,0.0,0.0,4.7,337,0.01,10.1,0.247,8173.875,Spring
16993,2022-04-29T00:00,1.3,54,-3.1,970.1,0.0,0.0,0.0,0.0,0.0,16.8,125,0.06,2.2,0.257,8154.0,Spring
11719,2022-03-23T09:00,3.1,43,-0.1,1002.7,0.0,421.0,260.0,161.0,507.4,6.5,84,0.16,0.3,0.252,8117.375,Spring
17965,2022-05-05T18:00,15.0,56,16.0,994.5,0.0,161.0,60.0,101.0,361.3,5.4,138,0.11,12.9,0.244,8160.75,Spring
17470,2022-05-02T07:00,9.4,68,7.6,988.4,0.0,276.0,211.0,65.0,566.2,12.0,314,0.14,7.6,0.242,8157.291666666667,Spring
23256,2022-06-11T12:00,22.6,40,23.5,991.7,0.0,687.0,254.0,433.0,315.4,8.7,187,0.49,19.8,0.196,8197.5,Spring
13011,2022-04-01T08:00,6.6,95,7.4,976.4,0.0,124.0,56.0,68.0,108.5,7.5,125,0.07,4.7,0.31,8126.333333333333,Spring
17865,2022-05-05T01:00,8.0,100,6.6,971.9,0.0,0.0,0.0,0.0,0.0,11.0,113,0.0,7.2,0.281,8160.041666666667,Spring
22326,2022-06-05T01:00,11.3,71,7.9,981.9,0.0,0.0,0.0,0.0,0.0,11.9,194,0.02,12.6,0.27,8191.041666666667,Spring
21381,2022-05-29T11:00,22.3,45,23.4,991.1,0.0,879.0,748.0,131.0,881.6,6.2,201,0.56,18.7,0.274,8184.458333333333,Spring
19615,2022-05-17T05:00,10.3,95,9.1,974.4,0.0,4.0,1.0,3.0,0.0,11.5,229,0.02,11.4,0.307,8172.208333333333,Spring
12167,2022-03-26T11:00,9.1,52,7.0,974.1,0.0,574.0,357.0,217.0,493.5,11.3,211,0.27,6.6,0.274,8120.458333333333,Spring
12415,2022-03-28T05:00,-7.7,44,-15.4,975.2,0.0,0.0,0.0,0.0,0.0,16.4,147,0.02,-0.3,0.334,8122.208333333333,Spring
17092,2022-04-29T16:00,8.9,42,3.2,971.5,0.0,356.0,116.0,240.0,218.2,23.3,107,0.22,6.9,0.249,8154.666666666667,Spring
12496,2022-03-28T18:00,-7.4,45,-15.7,964.7,0.0,55.0,10.0,45.0,154.2,18.1,136,0.03,-1.4,0.261,8122.75,Spring
13585,2022-04-05T08:00,5.3,66,1.8,999.8,0.0,330.0,264.0,66.0,640.1,3.6,264,0.12,1.8,0.238,8130.333333333333,Spring
13989,2022-04-08T03:00,2.1,100,0.4,957.1,0.0,0.0,0.0,0.0,0.0,16.6,318,0.02,1.8,0.336,8133.125,Spring
12738,2022-03-30T11:00,2.3,27,-2.1,974.4,0.0,776.0,664.0,112.0,920.9,10.4,136,0.26,-1.6,0.253,8124.458333333333,Spring
11781,2022-03-23T19:00,4.5,53,1.8,988.5,0.0,0.0,0.0,0.0,1.4,7.6,3,0.03,3.0,0.327,8117.791666666667,Spring
