,time,temperature_2m,relativehumidity_2m,apparent_temperature,surface_pressure,snowfall,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed_10m,winddirection_10m,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,days_since_Jan1_2000,season
34741,2022-08-30T06:00,22.3,81,24.8,993.4,0.0,23.0,12.0,11.0,0.0,14.0,271,0.05,22.8,0.158,8277.25,Summer
25556,2022-06-27T11:00,21.6,85,23.5,980.9,0.0,515.0,167.0,348.0,149.4,11.9,185,0.34,20.5,0.33,8213.458333333334,Summer
36908,2022-09-14T07:00,15.2,100,14.9,977.3,0.0,12.0,1.0,11.0,2.4,18.2,194,0.02,16.1,0.3,8292.291666666666,Summer
30216,2022-07-29T20:00,22.1,63,23.3,994.7,0.0,2.0,1.0,1.0,20.9,5.6,243,0.04,22.4,0.197,8245.833333333334,Summer
31130,2022-08-05T04:00,21.4,92,25.8,986.8,0.0,0.0,0.0,0.0,0.0,5.5,238,0.0,21.1,0.172,8252.166666666666,Summer
34042,2022-08-25T09:00,26.1,56,27.5,996.0,0.0,550.0,464.0,86.0,752.7,5.6,140,0.37,23.5,0.193,8272.375,Summer
37193,2022-09-16T06:00,10.4,80,7.4,976.0,0.0,6.0,1.0,5.0,0.0,7.6,155,0.02,10.7,0.234,8294.25,Summer
36063,2022-09-08T10:00,21.7,66,23.2,983.2,0.0,609.0,491.0,118.0,656.2,5.0,69,0.38,19.5,0.275,8286.416666666666,Summer
26931,2022-07-07T00:00,15.9,82,12.2,987.2,0.0,0.0,0.0,0.0,0.0,5.9,349,0.0,13.6,0.219,8223.0,Summer
24884,2022-06-22T19:00,16.9,71,15.6,988.2,0.0,90.0,47.0,43.0,214.1,18.3,285,0.11,16.2,0.216,8208.791666666666,Summer
29442,2022-07-24T11:00,29.8,51,31.1,986.0,0.0,759.0,482.0,277.0,564.4,13.4,264,0.57,25.8,0.194,8240.458333333334,Summer
31499,2022-08-07T17:00,29.3,62,30.0,986.7,0.0,303.0,198.0,105.0,360.9,12.3,187,0.25,27.1,0.173,8254.708333333334,Summer
33884,2022-08-24T07:00,20.0,90,23.3,996.0,0.0,104.0,43.0,61.0,107.7,7.3,147,0.07,21.8,0.182,8271.291666666666,Summer
36643,2022-09-12T11:00,22.4,67,25.3,980.2,0.0,317.0,103.0,214.0,126.5,1.0,225,0.22,21.0,0.216,8290.458333333334,Summer
25985,2022-06-30T10:00,18.6,61,18.7,994.9,0.0,728.0,567.0,161.0,762.5,8.5,118,0.42,18.1,0.228,8216.416666666666,Summer
34198,2022-08-26T11:00,26.3,54,26.2,982.0,0.0,531.0,304.0,227.0,365.2,10.8,240,0.39,23.8,0.226,8273.458333333334,Summer
32997,2022-08-18T03:00,15.1,100,15.4,984.6,0.0,0.0,0.0,0.0,0.0,13.2,135,0.0,15.8,0.189,8265.125,Summer
34489,2022-08-28T12:00,25.1,60,27.0,1001.0,0.0,406.0,124.0,282.0,261.2,7.6,265,0.31,22.9,0.181,8275.5,Summer
25592,2022-06-27T17:00,22.9,47,21.7,982.0,0.0,439.0,316.0,123.0,719.3,14.0,179,0.34,22.3,0.301,8213.708333333334,Summer
24522,2022-06-20T07:00,16.3,52,14.5,996.7,0.0,331.0,241.0,90.0,565.1,10.3,151,0.2,15.0,0.134,8206.291666666666,Summer
34374,2022-08-27T17:00,20.4,63,20.9,992.8,0.0,167.0,62.0,105.0,300.5,7.4,113,0.14,19.5,0.218,8274.708333333334,Summer
37021,2022-09-15T02:00,13.5,70,10.0,986.2,0.0,0.0,0.0,0.0,0.0,13.6,112,0.02,16.0,0.289,8293.083333333334,Summer
24770,2022-06-22T00:00,13.5,100,14.6,985.9,0.0,0.0,0.0,0.0,0.0,8.7,277,0.0,13.7,0.346,8208.0,Summer
31862,2022-08-10T06:00,16.2,91,16.7,990.2,0.0,12.0,1.0,11.0,0.0,3.7,169,0.02,17.0,0.249,8257.25,Summer
27634,2022-07-11T21:00,23.0,53,22.9,975.3,0.0,0.0,0.0,0.0,0.0,13.3,268,0.08,22.1,0.169,8227.875,Summer
31438,2022-08-07T07:00,25.6,83,29.6,976.0,0.0,193.0,132.0,61.0,366.2,9.0,233,0.14,23.7,0.144,8254.291666666666,Summer
33161,2022-08-19T06:00,15.4,97,16.8,988.0,0.0,37.0,17.0,20.0,0.0,6.5,273,0.02,14.8,0.221,8266.25,Summer
30673,2022-08-02T00:00,20.2,88,21.9,988.3,0.0,0.0,0.0,0.0,0.0,8.6,237,0.0,20.7,0.111,8249.0,Summer
37940,2022-09-21T11:00,16.7,73,16.2,995.9,0.0,438.0,195.0,243.0,208.3,7.6,278,0.24,18.8,0.254,8299.458333333334,Fall
40384,2022-10-08T10:00,6.9,51,2.7,1003.8,0.0,355.0,132.0,223.0,217.2,10.2,170,0.15,12.7,0.209,8316.416666666666,Fall
42926,2022-10-26T02:00,16.7,98,15.5,987.1,0.0,0.0,0.0,0.0,0.0,11.2,303,0.0,14.6,0.239,8334.083333333334,Fall
45172,2022-11-10T16:00,13.9,47,12.6,974.7,0.0,102.0,67.0,35.0,575.0,12.7,235,0.12,11.1,0.219,8349.666666666666,Fall
48192,2022-12-01T16:00,1.5,53,-3.0,988.5,0.0,46.0,14.0,32.0,115.6,16.0,157,0.06,1.9,0.354,8370.666666666666,Fall
44629,2022-11-06T22:00,18.6,94,20.1,998.2,0.0,0.0,0.0,0.0,0.0,16.8,255,0.02,16.9,0.216,8345.916666666666,Fall
42328,2022-10-21T22:00,6.7,65,2.4,974.1,0.0,0.0,0.0,0.0,0.0,11.2,264,0.02,7.0,0.246,8329.916666666666,Fall
41967,2022-10-19T10:00,8.5,72,5.6,976.6,0.0,384.0,283.0,101.0,495.3,4.7,184,0.16,8.6,0.28,8327.416666666666,Fall
39618,2022-10-03T03:00,3.4,81,-2.2,980.4,0.0,0.0,0.0,0.0,0.0,6.9,84,0.0,5.8,0.221,8311.125,Fall
44735,2022-11-07T15:00,18.0,31,17.1,997.0,0.0,296.0,235.0,61.0,788.3,15.9,184,0.29,17.4,0.214,8346.625,Fall
47642,2022-11-27T20:00,7.1,100,7.2,972.9,0.0,0.0,0.0,0.0,0.0,9.7,268,0.0,5.5,0.33,8366.833333333334,Fall
38745,2022-09-27T01:00,11.0,93,9.1,978.6,0.0,0.0,0.0,0.0,0.0,15.2,284,0.01,11.2,0.291,8305.041666666666,Fall
46984,2022-11-23T06:00,1.5,67,-2.7,996.8,0.0,0.0,0.0,0.0,0.0,6.2,216,0.01,-0.3,0.244,8362.25,Fall
46334,2022-11-18T18:00,-1.7,87,-7.0,983.1,0.21,0.0,0.0,0.0,0.0,5.7,198,0.0,2.5,0.251,8357.75,Fall
49586,2022-12-11T08:00,-4.0,59,-7.5,1005.1,0.0,10.0,1.0,9.0,0.0,9.2,21,0.03,-0.4,0.26,8380.333333333334,Fall
45117,2022-11-10T07:00,3.6,71,-0.4,992.6,0.0,2.0,1.0,1.0,0.0,13.4,265,0.04,4.9,0.281,8349.291666666666,Fall
42840,2022-10-25T12:00,17.9,88,20.9,1001.6,0.0,138.0,1.0,137.0,10.6,15.5,282,0.12,16.5,0.217,8333.5,Fall
46836,2022-11-22T06:00,-3.0,77,-7.5,998.0,0.0,0.0,0.0,0.0,0.0,12.8,122,0.02,3.2,0.241,8361.25,Fall
49225,2022-12-08T20:00,1.0,80,-2.2,1009.3,0.0,0.0,0.0,0.0,0.0,8.5,102,0.0,4.6,0.262,8377.833333333334,Fall
48541,2022-12-04T02:00,-0.2,78,-3.6,990.6,0.07,0.0,0.0,0.0,0.0,13.0,152,0.01,0.8,0.3,8373.083333333334,Fall
39320,2022-10-01T01:00,11.8,92,9.7,1004.5,0.0,0.0,0.0,0.0,0.0,1.1,288,0.0,13.2,0.225,8309.041666666666,Fall
39466,2022-10-02T01:00,9.9,90,8.9,996.2,0.0,0.0,0.0,0.0,0.0,16.0,67,0.02,10.2,0.229,8310.041666666666,Fall
50573,2022-12-18T04:00,-2.7,92,-7.0,980.3,0.0,0.0,0.0,0.0,0.0,5.9,223,0.0,-0.9,0.24,8387.166666666666,Fall
41507,2022-10-16T05:00,9.4,75,4.6,998.2,0.0,0.0,0.0,0.0,0.0,3.1,315,0.0,11.3,0.249,8324.208333333334,Fall
38157,2022-09-22T23:00,9.8,79,6.8,962.0,0.0,0.0,0.0,0.0,0.0,16.3,131,0.01,11.5,0.299,8300.958333333334,Fall
43982,2022-11-02T10:00,9.1,68,6.8,999.3,0.0,388.0,317.0,71.0,725.8,8.8,109,0.17,9.6,0.225,8341.416666666666,Fall
49127,2022-12-08T03:00,6.0,97,4.4,988.5,0.0,0.0,0.0,0.0,0.0,9.4,133,0.0,6.2,0.369,8377.125,Fall
40980,2022-10-12T14:00,18.1,53,17.5,990.8,0.0,304.0,67.0,237.0,106.4,13.0,270,0.27,13.6,0.227,8320.583333333334,Fall
47605,2022-11-27T14:00,9.7,51,7.1,984.4,0.0,171.0,22.0,149.0,209.0,10.8,300,0.13,8.1,0.253,8366.583333333334,Fall
43951,2022-11-02T05:00,7.3,96,5.5,990.5,0.0,0.0,0.0,0.0,0.0,7.0,111,0.0,7.5,0.279,8341.208333333334,Fall
38038,2022-09-22T03:00,15.8,95,15.2,971.2,0.0,0.0,0.0,0.0,0.0,15.7,259,0.0,15.0,0.327,8300.125,Fall
44987,2022-11-09T09:00,3.0,56,0.2,1015.3,0.0,272.0,213.0,59.0,642.6,3.8,49,0.09,5.8,0.206,8348.375,Fall
43790,2022-11-01T02:00,10.2,85,10.0,987.1,0.0,0.0,0.0,0.0,0.0,7.6,289,0.0,8.9,0.222,8340.083333333334,Fall
46558,2022-11-20T07:00,-3.5,77,-8.5,982.0,0.07,0.0,0.0,0.0,0.0,13.8,237,0.02,3.1,0.25,8359.291666666666,Fall
38757,2022-09-27T03:00,11.6,85,9.7,987.5,0.0,0.0,0.0,0.0,0.0,15.4,281,0.01,15.6,0.249,8305.125,Fall
40026,2022-10-05T23:00,11.6,95,13.6,992.0,0.0,0.0,0.0,0.0,0.0,9.4,94,0.0,10.8,0.212,8313.958333333334,Fall
40440,2022-10-08T20:00,7.6,66,4.4,985.9,0.0,0.0,0.0,0.0,0.0,9.4,227,0.02,9.5,0.259,8316.833333333334,Fall
41677,2022-10-17T10:00,14.1,51,8.6,978.8,0.0,411.0,242.0,169.0,577.7,11.0,308,0.2,11.0,0.263,8325.416666666666,Fall
50075,2022-12-14T17:00,-3.7,75,-7.9,989.8,0.0,1.0,0.0,1.0,15.1,13.4,85,0.02,-1.8,0.322,8383.708333333334,Fall
48661,2022-12-04T22:00,-1.8,65,-7.0,990.7,0.0,0.0,0.0,0.0,0.0,14.6,280,0.02,-0.3,0.28,8373.916666666666,Fall
46760,2022-11-21T17:00,-0.3,57,-7.7,983.9,0.0,1.0,0.0,1.0,3.0,20.4,253,0.04,3.2,0.241,8360.708333333334,Fall
48821,2022-12-06T00:00,0.6,92,-3.2,1004.2,0.0,0.0,0.0,0.0,0.0,8.1,283,0.0,0.4,0.262,8375.0,Fall
49235,2022-12-08T21:00,1.2,71,-1.8,1001.4,0.0,0.0,0.0,0.0,0.0,13.9,100,0.03,3.4,0.282,8377.875,Fall
38384,2022-09-24T13:00,16.4,49,15.6,995.7,0.0,706.0,612.0,94.0,900.6,14.7,149,0.41,17.5,0.24,8302.541666666666,Fall
40751,2022-10-10T23:00,2.5,89,-3.2,993.7,0.0,0.0,0.0,0.0,0.0,6.3,246,0.0,2.7,0.248,8318.958333333334,Fall
41528,2022-10-16T09:00,10.7,56,7.7,988.4,0.0,344.0,275.0,69.0,651.4,3.6,307,0.15,11.9,0.274,8324.375,Fall
37820,2022-09-20T15:00,15.4,95,14.5,985.7,0.0,127.0,43.0,84.0,61.8,11.7,108,0.07,15.2,0.303,8298.625,Fall
44323,2022-11-04T19:00,14.6,71,13.3,1003.6,0.0,0.0,0.0,0.0,0.0,15.5,275,0.06,14.1,0.198,8343.791666666666,Fall
42138,2022-10-20T15:00,11.9,40,8.3,990.0,0.0,375.0,297.0,78.0,773.8,19.2,236,0.24,10.4,0.248,8328.625,Fall
49603,2022-12-11T11:00,-2.0,47,-8.9,979.8,0.0,195.0,64.0,131.0,118.9,8.1,302,0.06,-1.5,0.262,8380.458333333334,Fall
51385,2022-12-23T20:00,-4.4,78,-11.0,963.9,0.91,0.0,0.0,0.0,0.0,22.3,236,0.01,2.7,0.288,8392.833333333334,Winter
7761,2022-02-23T21:00,-12.7,59,-18.8,996.3,0.0,0.0,0.0,0.0,0.0,17.5,166,0.02,-0.1,0.313,8089.875,Winter
4326,2022-01-31T01:00,-18.9,78,-21.5,997.4,0.0,0.0,0.0,0.0,0.0,7.2,177,0.0,-2.5,0.253,8066.041666666667,Winter
51561,2022-12-25T01:00,-13.3,67,-18.4,968.2,0.0,0.0,0.0,0.0,0.0,19.9,200,0.02,-0.8,0.284,8394.041666666666,Winter
9073,2022-03-05T00:00,-12.1,74,-14.7,995.0,0.0,0.0,0.0,0.0,0.0,8.0,262,0.0,-2.0,0.324,8099.0,Winter
7613,2022-02-22T20:00,4.5,98,-3.1,965.3,0.0,0.0,0.0,0.0,0.0,21.5,293,0.0,-1.0,0.362,8088.833333333333,Winter
52058,2022-12-28T12:00,-1.1,72,-5.7,987.8,0.07,83.0,0.0,83.0,0.0,12.1,192,0.05,-0.3,0.331,8397.5,Winter
9514,2022-03-08T01:00,-0.8,94,-7.3,971.5,0.21,0.0,0.0,0.0,0.0,23.0,170,0.0,-0.2,0.328,8102.041666666667,Winter
9378,2022-03-07T03:00,2.1,86,1.7,985.0,0.0,0.0,0.0,0.0,0.0,5.9,169,0.01,-0.9,0.325,8101.125,Winter
9418,2022-03-07T09:00,2.4,82,2.2,994.2,0.0,66.0,0.0,66.0,0.0,3.1,159,0.04,0.2,0.278,8101.375,Winter
3409,2022-01-24T16:00,-8.3,62,-12.5,976.9,0.0,151.0,66.0,85.0,521.0,4.7,279,0.03,-2.6,0.326,8059.666666666667,Winter
51823,2022-12-26T21:00,-7.6,81,-10.9,987.9,0.0,0.0,0.0,0.0,0.0,13.8,213,0.01,-0.7,0.267,8395.875,Winter
4489,2022-02-01T04:00,-19.3,81,-21.2,1004.0,0.0,0.0,0.0,0.0,0.0,7.6,341,0.0,-1.1,0.218,8067.166666666667,Winter
5163,2022-02-05T20:00,-17.9,73,-20.3,1003.9,0.0,0.0,0.0,0.0,0.0,8.4,121,0.01,-0.8,0.234,8071.833333333333,Winter
1453,2022-01-11T02:00,-17.8,69,-23.2,1008.0,0.0,0.0,0.0,0.0,0.0,18.0,119,0.01,1.4,0.246,8046.083333333333,Winter
30,2022-01-01T05:00,2.4,100,0.4,977.3,0.0,0.0,0.0,0.0,0.0,7.3,281,0.0,1.5,0.365,8036.208333333333,Winter
8650,2022-03-02T01:00,2.4,90,-0.4,988.4,0.0,0.0,0.0,0.0,0.0,10.0,210,0.0,-1.4,0.256,8096.041666666667,Winter
52143,2022-12-29T02:00,-2.5,85,-6.0,991.3,0.0,0.0,0.0,0.0,0.0,9.5,151,0.0,-0.6,0.257,8398.083333333334,Winter
6495,2022-02-15T02:00,-17.2,63,-19.5,1010.2,0.0,0.0,0.0,0.0,0.0,3.0,256,0.0,-0.4,0.253,8081.083333333333,Winter
10617,2022-03-15T17:00,9.0,74,10.9,996.4,0.0,78.0,9.0,69.0,75.6,3.6,84,0.07,4.4,0.304,8109.708333333333,Winter
5312,2022-02-06T21:00,-7.7,59,-13.9,1010.4,0.0,0.0,0.0,0.0,0.0,16.0,284,0.02,-0.1,0.245,8072.875,Winter
7548,2022-02-22T10:00,4.4,66,-3.6,1006.0,0.0,313.0,157.0,156.0,301.6,16.9,294,0.11,-0.4,0.262,8088.416666666667,Winter
1899,2022-01-14T04:00,-5.6,89,-4.7,988.1,0.0,0.0,0.0,0.0,0.0,5.5,11,0.0,-2.7,0.268,8049.166666666667,Winter
1638,2022-01-12T09:00,-11.0,61,-18.2,987.9,0.0,51.0,16.0,35.0,89.9,19.1,281,0.03,-0.8,0.237,8047.375,Winter
5522,2022-02-08T08:00,1.1,93,-1.0,988.8,0.0,21.0,8.0,13.0,0.0,9.1,124,0.02,-1.9,0.283,8074.333333333333,Winter
6786,2022-02-17T03:00,4.8,77,2.4,1001.0,0.0,0.0,0.0,0.0,0.0,20.5,239,0.03,-1.9,0.272,8083.125,Winter
863,2022-01-06T23:00,-6.3,77,-10.6,965.0,0.0,0.0,0.0,0.0,0.0,3.1,225,0.0,-0.3,0.253,8041.958333333333,Winter
9575,2022-03-08T11:00,-4.2,55,-9.6,989.8,0.0,327.0,58.0,269.0,102.1,22.6,151,0.1,-0.8,0.309,8102.458333333333,Winter
951,2022-01-07T14:00,-2.4,69,-7.2,974.8,0.07,177.0,25.0,152.0,73.1,13.7,125,0.06,-1.8,0.331,8042.583333333333,Winter
2284,2022-01-16T20:00,-10.8,55,-15.1,1001.4,0.0,0.0,0.0,0.0,0.0,13.3,303,0.02,0.7,0.236,8051.833333333333,Winter
10935,2022-03-17T22:00,7.0,100,11.1,991.0,0.0,0.0,0.0,0.0,0.0,2.7,113,0.0,5.2,0.3,8111.916666666667,Winter
7051,2022-02-18T23:00,-12.2,60,-15.5,999.3,0.0,0.0,0.0,0.0,0.0,5.4,307,0.0,-0.3,0.278,8084.958333333333,Winter
4806,2022-02-03T09:00,2.3,97,-0.8,977.0,0.0,33.0,0.0,33.0,0.0,9.2,222,0.02,-1.1,0.261,8069.375,Winter
2513,2022-01-18T10:00,-8.5,60,-10.3,983.6,0.0,292.0,208.0,84.0,543.2,19.3,156,0.08,-3.0,0.319,8053.416666666667,Winter
52461,2022-12-31T07:00,5.0,95,3.4,970.1,0.0,0.0,0.0,0.0,0.0,10.5,207,0.0,-0.3,0.323,8400.291666666666,Winter
6717,2022-02-16T15:00,3.4,57,-1.7,993.4,0.0,329.0,120.0,209.0,411.7,22.3,267,0.14,-1.9,0.336,8082.625,Winter
4144,2022-01-29T18:00,-17.2,66,-23.0,981.0,0.07,0.0,0.0,0.0,0.0,20.4,111,0.01,-1.0,0.22,8064.75,Winter
7765,2022-02-23T22:00,-7.9,47,-12.6,993.5,0.0,0.0,0.0,0.0,0.0,18.2,124,0.03,-0.6,0.371,8089.916666666667,Winter
5541,2022-02-08T11:00,0.1,86,-4.1,981.6,0.0,188.0,55.0,133.0,76.9,4.1,142,0.06,-0.1,0.226,8074.458333333333,Winter
50948,2022-12-20T19:00,-4.5,85,-7.9,996.4,0.0,0.0,0.0,0.0,0.0,7.0,325,0.0,-0.3,0.31,8389.791666666666,Winter
11048,2022-03-18T17:00,7.7,87,6.6,990.1,0.0,83.0,24.0,59.0,72.2,9.3,103,0.06,-0.6,0.363,8112.708333333333,Winter
3805,2022-01-27T10:00,-15.3,54,-16.9,1007.9,0.0,337.0,263.0,74.0,729.4,5.4,278,0.05,-3.2,0.262,8062.416666666667,Winter
1105,2022-01-08T16:00,-9.6,59,-14.2,1015.6,0.0,115.0,79.0,36.0,671.0,5.2,335,0.02,1.4,0.243,8043.666666666667,Winter
8462,2022-02-28T18:00,-13.0,61,-16.9,977.8,0.0,16.0,8.0,8.0,167.5,8.1,148,0.02,-1.3,0.26,8094.75,Winter
4720,2022-02-02T18:00,2.2,75,0.4,992.5,0.0,0.0,0.0,0.0,0.0,4.3,355,0.0,-0.4,0.216,8068.75,Winter
694,2022-01-05T19:00,0.3,91,-4.8,973.4,0.0,0.0,0.0,0.0,0.0,12.6,273,0.01,-0.2,0.249,8040.791666666667,Winter
5841,2022-02-10T13:00,6.3,68,3.8,984.5,0.0,473.0,376.0,97.0,737.3,18.1,226,0.2,-1.7,0.304,8076.541666666667,Winter
2052,2022-01-15T06:00,-28.1,75,-33.0,995.3,0.0,0.0,0.0,0.0,0.0,15.7,127,0.0,-0.4,0.231,8050.25,Winter
8343,2022-02-27T22:00,-8.2,71,-12.4,996.7,0.07,0.0,0.0,0.0,0.0,12.7,135,0.02,-0.9,0.258,8093.916666666667,Winter
51704,2022-12-26T01:00,-8.6,82,-13.0,982.2,0.0,0.0,0.0,0.0,0.0,15.0,197,0.01,-0.9,0.274,8395.041666666666,Winter
11961,2022-03-25T01:00,1.9,100,-0.5,978.5,0.0,0.0,0.0,0.0,0.0,8.2,311,0.0,0.7,0.308,8119.041666666667,Spring
19569,2022-05-16T21:00,17.0,100,15.7,967.1,0.0,0.0,0.0,0.0,0.0,15.1,258,0.0,16.9,0.302,8171.875,Spring
20966,2022-05-26T14:00,22.9,42,19.1,990.2,0.0,724.0,452.0,272.0,396.1,22.6,261,0.53,19.1,0.211,8181.583333333333,Spring
12949,2022-03-31T22:00,12.7,100,12.6,975.3,0.0,0.0,0.0,0.0,0.0,23.7,256,0.01,7.5,0.276,8125.916666666667,Spring
15182,2022-04-16T10:00,6.2,100,4.2,980.7,0.0,142.0,25.0,117.0,30.7,5.9,191,0.07,6.2,0.365,8141.416666666667,Spring
14536,2022-04-11T22:00,7.2,56,6.0,985.1,0.0,0.0,0.0,0.0,0.0,11.0,302,0.06,5.1,0.275,8136.916666666667,Spring
23545,2022-06-13T12:00,20.7,63,25.3,995.3,0.0,874.0,724.0,150.0,788.1,11.4,156,0.58,19.4,0.239,8199.5,Spring
16684,2022-04-26T20:00,9.9,99,9.6,987.1,0.0,0.0,0.0,0.0,0.0,6.7,254,0.0,8.6,0.274,8151.833333333333,Spring
13704,2022-04-06T04:00,1.2,85,-0.2,980.3,0.0,0.0,0.0,0.0,0.0,4.3,24,0.0,1.0,0.322,8131.166666666667,Spring
16581,2022-04-26T03:00,7.7,86,6.9,989.4,0.0,0.0,0.0,0.0,0.0,16.9,271,0.06,7.3,0.275,8151.125,Spring
23435,2022-06-12T17:00,22.4,60,22.1,982.0,0.0,342.0,217.0,125.0,496.8,6.5,270,0.22,20.0,0.242,8198.708333333334,Spring
23372,2022-06-12T07:00,17.4,77,17.9,993.9,0.0,222.0,65.0,157.0,129.4,2.6,286,0.13,16.0,0.186,8198.291666666666,Spring
24118,2022-06-17T11:00,26.2,46,27.1,982.4,0.0,717.0,564.0,153.0,621.0,17.2,196,0.52,22.9,0.129,8203.458333333334,Spring
20369,2022-05-22T10:00,24.6,72,28.2,996.8,0.0,557.0,337.0,220.0,413.9,9.0,241,0.39,18.4,0.231,8177.416666666667,Spring
14113,2022-04-09T00:00,2.0,89,1.3,971.2,0.0,0.0,0.0,0.0,0.0,5.4,312,0.0,1.0,0.36,8134.0,Spring
13957,2022-04-07T22:00,4.3,100,3.0,984.5,0.0,0.0,0.0,0.0,0.0,22.1,354,0.0,3.6,0.316,8132.916666666667,Spring
21802,2022-06-01T09:00,15.0,74,13.4,987.9,0.0,316.0,93.0,223.0,148.8,6.0,17,0.18,14.3,0.245,8187.375,Spring
19624,2022-05-17T06:00,11.0,90,10.1,983.8,0.0,83.0,41.0,42.0,117.5,14.1,232,0.05,11.6,0.265,8172.25,Spring
21103,2022-05-27T13:00,23.0,72,24.1,982.0,0.0,327.0,33.0,294.0,35.4,16.4,255,0.25,19.1,0.221,8182.541666666667,Spring
11497,2022-03-21T20:00,0.5,67,-2.9,990.0,0.0,0.0,0.0,0.0,0.0,13.8,123,0.03,0.5,0.297,8115.833333333333,Spring
11256,2022-03-20T04:00,6.9,100,4.1,958.5,0.0,0.0,0.0,0.0,0.0,10.1,235,0.0,3.4,0.328,8114.166666666667,Spring
20536,2022-05-23T14:00,15.5,44,13.3,998.6,0.0,885.0,785.0,100.0,938.8,13.6,102,0.46,15.8,0.262,8178.583333333333,Spring
13719,2022-04-06T06:00,1.0,86,0.4,980.5,0.0,9.0,0.0,9.0,0.0,6.1,28,0.02,0.7,0.322,8131.25,Spring
14844,2022-04-14T02:00,8.6,82,11.5,987.4,0.0,0.0,0.0,0.0,0.0,9.5,25,0.0,8.9,0.258,8139.083333333333,Spring
15566,2022-04-19T02:00,2.6,68,-0.6,987.2,0.49,0.0,0.0,0.0,0.0,14.2,339,0.04,3.6,0.261,8144.083333333333,Spring
