,time,temperature_2m,relativehumidity_2m,apparent_temperature,surface_pressure,snowfall,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed_10m,winddirection_10m,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,days_since_Jan1_2000,season
29563,2020-07-24T07:00,20.8,84,22.9,1003.3,0.0,267.0,203.0,64.0,503.6,7.3,340,0.15,22.7,0.205,7510.291666666667,Summer
27513,2020-07-10T01:00,22.7,89,23.7,986.3,0.0,0.0,0.0,0.0,0.0,11.3,158,0.01,21.9,0.207,7496.041666666667,Summer
37623,2020-09-18T06:00,12.6,89,12.4,994.0,0.0,3.0,1.0,2.0,0.0,11.5,20,0.04,13.4,0.089,7566.25,Summer
28491,2020-07-16T20:00,20.8,73,21.2,979.0,0.0,4.0,0.0,4.0,2.6,14.8,154,0.06,20.4,0.203,7502.833333333333,Summer
35218,2020-09-01T13:00,22.9,58,21.7,992.9,0.0,385.0,182.0,203.0,149.0,15.5,176,0.29,19.4,0.181,7549.541666666667,Summer
34336,2020-08-26T10:00,14.9,53,11.5,969.7,0.0,612.0,437.0,175.0,649.1,16.4,308,0.32,16.4,0.194,7543.416666666667,Summer
31880,2020-08-09T09:00,23.1,77,25.8,989.8,0.0,355.0,133.0,222.0,229.4,8.7,218,0.24,21.5,0.203,7526.375,Summer
36645,2020-09-11T11:00,19.3,46,19.5,1001.3,0.0,777.0,679.0,98.0,790.1,13.0,360,0.47,19.9,0.126,7559.458333333333,Summer
30187,2020-07-28T15:00,30.1,36,33.7,987.3,0.0,592.0,445.0,147.0,645.7,14.1,283,0.52,27.8,0.174,7514.625,Summer
44550,2020-11-05T09:00,9.9,71,8.6,1007.1,0.0,239.0,181.0,58.0,572.4,15.5,168,0.13,9.1,0.253,7614.375,Fall
50049,2020-12-13T13:00,5.2,91,-0.7,979.0,0.0,145.0,66.0,79.0,101.2,20.9,249,0.05,1.5,0.309,7652.541666666667,Fall
46156,2020-11-16T12:00,8.2,50,4.1,988.1,0.0,365.0,197.0,168.0,582.1,23.2,276,0.21,7.2,0.278,7625.5,Fall
46698,2020-11-20T07:00,4.9,69,1.2,1003.0,0.0,0.0,0.0,0.0,0.0,17.7,175,0.04,5.8,0.237,7629.291666666667,Fall
48420,2020-12-02T06:00,1.0,67,-3.2,974.0,0.0,0.0,0.0,0.0,0.0,13.4,185,0.02,3.4,0.353,7641.25,Fall
49797,2020-12-11T19:00,1.6,86,-0.8,988.5,0.0,0.0,0.0,0.0,0.0,5.9,281,0.0,-0.9,0.249,7650.791666666667,Fall
45445,2020-11-11T14:00,16.4,100,17.4,983.1,0.0,70.0,0.0,70.0,0.9,17.0,185,0.07,14.1,0.296,7620.583333333333,Fall
39200,2020-09-29T05:00,17.9,91,19.1,980.0,0.0,0.0,0.0,0.0,0.0,17.9,170,0.03,17.6,0.143,7577.208333333333,Fall
47152,2020-11-23T10:00,4.4,100,0.5,983.9,0.0,41.0,0.0,41.0,0.0,10.0,255,0.03,3.0,0.326,7632.416666666667,Fall
50758,2020-12-18T11:00,-8.7,62,-14.5,999.2,0.0,269.0,122.0,147.0,284.4,9.8,354,0.04,-4.3,0.252,7657.458333333333,Fall
45839,2020-11-14T07:00,0.9,99,-2.4,969.5,0.0,1.0,0.0,1.0,0.0,8.8,279,0.01,0.7,0.257,7623.291666666667,Fall
48697,2020-12-04T04:00,1.4,56,-2.3,986.3,0.0,0.0,0.0,0.0,0.0,12.7,173,0.03,0.7,0.264,7643.166666666667,Fall
46277,2020-11-17T08:00,1.1,83,-1.5,994.1,0.0,43.0,18.0,25.0,0.0,6.6,292,0.02,5.0,0.25,7626.333333333333,Fall
44389,2020-11-04T06:00,-2.9,71,-5.2,999.7,0.0,0.0,0.0,0.0,0.0,13.1,148,0.02,-0.8,0.251,7613.25,Fall
38086,2020-09-21T11:00,13.3,42,11.6,1009.7,0.0,707.0,615.0,92.0,901.6,0.8,207,0.36,11.8,0.105,7569.458333333333,Fall
45627,2020-11-12T20:00,4.3,70,-0.6,987.3,0.0,0.0,0.0,0.0,0.0,10.0,15,0.01,7.4,0.317,7621.833333333333,Fall
45833,2020-11-14T06:00,1.6,94,-1.3,983.2,0.0,0.0,0.0,0.0,0.0,10.8,266,0.0,1.4,0.309,7623.25,Fall
43622,2020-10-29T22:00,3.4,100,-0.3,977.2,0.0,0.0,0.0,0.0,0.0,14.2,21,0.0,4.7,0.38,7607.916666666667,Fall
50051,2020-12-13T13:00,6.0,90,1.4,982.9,0.0,154.0,76.0,78.0,127.2,15.5,248,0.08,2.9,0.302,7652.541666666667,Fall
38044,2020-09-21T04:00,4.1,79,-1.4,1012.3,0.0,0.0,0.0,0.0,0.0,8.0,352,0.01,6.4,0.078,7569.166666666667,Fall
45016,2020-11-08T14:00,18.3,54,16.5,996.6,0.0,356.0,290.0,66.0,784.9,9.0,233,0.22,14.4,0.253,7617.583333333333,Fall
39398,2020-09-30T14:00,14.1,76,13.8,975.4,0.0,375.0,251.0,124.0,317.9,17.1,235,0.21,13.9,0.278,7578.583333333333,Fall
49747,2020-12-11T11:00,4.1,72,-1.0,999.6,0.0,229.0,61.0,168.0,162.7,13.1,171,0.08,3.0,0.24,7650.458333333333,Fall
44323,2020-11-03T19:00,-0.2,63,-3.0,1001.1,0.0,0.0,0.0,0.0,0.0,5.1,356,0.01,1.6,0.253,7612.791666666667,Fall
48108,2020-11-30T02:00,0.6,76,-3.5,983.5,0.0,0.0,0.0,0.0,0.0,9.1,146,0.0,1.1,0.321,7639.083333333333,Fall
42931,2020-10-25T03:00,2.9,70,-1.8,989.1,0.0,0.0,0.0,0.0,0.0,11.7,351,0.01,7.0,0.312,7603.125,Fall
42804,2020-10-24T06:00,14.7,95,12.2,982.0,0.0,0.0,0.0,0.0,0.0,17.6,179,0.01,13.5,0.265,7602.25,Fall
39456,2020-10-01T00:00,12.4,68,8.5,975.9,0.0,0.0,0.0,0.0,0.0,15.8,181,0.02,12.5,0.274,7579.0,Fall
40456,2020-10-07T22:00,8.7,100,5.4,970.4,0.0,0.0,0.0,0.0,0.0,25.1,295,0.0,9.9,0.303,7585.916666666667,Fall
47501,2020-11-25T20:00,2.5,86,-1.3,988.8,0.0,0.0,0.0,0.0,0.0,9.0,157,0.01,1.8,0.323,7634.833333333333,Fall
42906,2020-10-24T23:00,5.1,64,1.4,987.7,0.0,0.0,0.0,0.0,0.0,12.2,341,0.02,8.6,0.314,7602.958333333333,Fall
38041,2020-09-21T04:00,5.2,100,1.6,1018.4,0.0,0.0,0.0,0.0,0.0,1.9,112,0.0,11.0,0.134,7569.166666666667,Fall
46331,2020-11-17T17:00,1.1,69,-4.4,997.4,0.0,3.0,1.0,2.0,14.9,12.6,323,0.03,6.0,0.249,7626.708333333333,Fall
50097,2020-12-13T21:00,1.3,67,-2.5,999.2,0.0,0.0,0.0,0.0,0.0,10.0,296,0.01,4.3,0.253,7652.875,Fall
45371,2020-11-11T01:00,13.0,96,12.0,970.9,0.0,0.0,0.0,0.0,0.0,10.9,197,0.0,11.4,0.233,7620.041666666667,Fall
46536,2020-11-19T04:00,-6.4,58,-12.1,985.2,0.0,0.0,0.0,0.0,0.0,5.9,194,0.0,-1.3,0.255,7628.166666666667,Fall
44881,2020-11-07T16:00,15.7,71,16.9,990.9,0.0,94.0,46.0,48.0,409.5,9.5,233,0.08,13.2,0.261,7616.666666666667,Fall
38249,2020-09-22T14:00,15.5,41,12.8,990.8,0.0,647.0,546.0,101.0,854.2,13.5,335,0.38,14.0,0.098,7570.583333333333,Fall
43143,2020-10-26T14:00,4.4,100,1.3,991.8,0.0,21.0,0.0,21.0,0.0,15.6,161,0.02,4.4,0.307,7604.583333333333,Fall
49615,2020-12-10T13:00,4.0,63,2.4,993.6,0.0,281.0,119.0,162.0,308.2,13.9,307,0.14,-0.5,0.253,7649.541666666667,Fall
43295,2020-10-27T15:00,7.0,61,4.1,988.6,0.0,120.0,2.0,118.0,59.6,7.0,339,0.08,7.6,0.34,7605.625,Fall
44350,2020-11-03T23:00,-4.4,70,-6.8,980.3,0.0,0.0,0.0,0.0,0.0,5.4,188,0.0,-0.3,0.25,7612.958333333333,Fall
38204,2020-09-22T07:00,2.8,76,-3.2,977.7,0.0,112.0,76.0,36.0,264.8,6.6,351,0.02,4.1,0.084,7570.291666666667,Fall
47513,2020-11-25T22:00,1.9,89,-2.6,976.2,0.0,0.0,0.0,0.0,0.0,6.5,161,0.0,-0.2,0.259,7634.916666666667,Fall
41745,2020-10-16T21:00,8.5,99,5.6,991.6,0.0,0.0,0.0,0.0,0.0,4.3,204,0.0,9.2,0.324,7594.875,Fall
41767,2020-10-17T01:00,7.3,100,3.8,989.0,0.0,0.0,0.0,0.0,0.0,6.6,351,0.0,8.8,0.353,7595.041666666667,Fall
46921,2020-11-21T20:00,0.8,74,-1.6,985.3,0.0,0.0,0.0,0.0,0.0,8.2,331,0.01,2.0,0.255,7630.833333333333,Fall
38814,2020-09-26T13:00,25.9,45,25.1,986.4,0.0,664.0,577.0,87.0,853.7,12.2,204,0.47,21.8,0.148,7574.541666666667,Fall
40557,2020-10-08T15:00,7.3,62,2.8,987.9,0.0,201.0,51.0,150.0,83.0,21.6,303,0.14,8.3,0.264,7586.625,Fall
47957,2020-11-29T00:00,1.1,95,-2.0,987.7,0.0,0.0,0.0,0.0,0.0,10.1,186,0.0,1.3,0.278,7638.0,Fall
3448,2020-01-24T22:00,-0.5,98,-1.9,1005.9,0.0,0.0,0.0,0.0,0.0,5.9,43,0.0,-1.4,0.249,7328.916666666667,Winter
3010,2020-01-21T21:00,-11.8,64,-13.5,1006.6,0.0,0.0,0.0,0.0,0.0,6.6,299,0.01,-1.8,0.242,7325.875,Winter
8336,2020-02-27T21:00,-4.5,73,-10.2,970.7,0.07,0.0,0.0,0.0,0.0,18.1,235,0.02,-0.6,0.279,7362.875,Winter
2269,2020-01-16T18:00,-4.2,77,-10.7,999.7,0.07,0.0,0.0,0.0,0.0,22.3,321,0.02,1.5,0.252,7320.75,Winter
5365,2020-02-07T06:00,-2.0,94,-5.6,974.5,0.21,0.0,0.0,0.0,0.0,8.5,348,0.0,0.3,0.251,7342.25,Winter
52440,2020-12-30T04:00,-9.1,59,-13.2,982.5,0.0,0.0,0.0,0.0,0.0,3.0,284,0.0,-4.5,0.261,7669.166666666667,Winter
2397,2020-01-17T15:00,-17.5,62,-23.6,1007.6,0.0,261.0,199.0,62.0,788.9,15.3,289,0.03,0.4,0.254,7321.625,Winter
5709,2020-02-09T15:00,-9.8,59,-11.0,1000.3,0.0,368.0,290.0,78.0,837.8,8.7,197,0.08,0.3,0.227,7344.625,Winter
51533,2020-12-23T20:00,-2.9,85,-6.4,1004.4,0.0,0.0,0.0,0.0,0.0,10.5,172,0.01,-0.3,0.246,7662.833333333333,Winter
10126,2020-03-11T07:00,-4.3,80,-10.3,991.1,0.0,20.0,4.0,16.0,0.0,12.4,306,0.01,0.5,0.307,7375.291666666667,Winter
51321,2020-12-22T09:00,0.1,93,-0.6,986.5,0.14,27.0,2.0,25.0,5.1,6.0,245,0.02,1.9,0.24,7661.375,Winter
10042,2020-03-10T17:00,13.5,76,14.1,987.9,0.0,82.0,25.0,57.0,176.0,15.8,229,0.11,8.6,0.259,7374.708333333333,Winter
3739,2020-01-26T23:00,0.8,85,-1.4,982.5,0.0,0.0,0.0,0.0,0.0,10.4,226,0.02,-0.1,0.287,7330.958333333333,Winter
5273,2020-02-06T14:00,-0.6,84,-4.8,969.8,0.42,56.0,0.0,56.0,0.0,3.7,101,0.03,-2.0,0.343,7341.583333333333,Winter
8877,2020-03-02T15:00,3.8,68,-0.9,978.5,0.0,171.0,28.0,143.0,68.4,17.8,166,0.09,-0.9,0.245,7366.625,Winter
52456,2020-12-30T06:00,-6.5,53,-12.0,996.9,0.0,0.0,0.0,0.0,0.0,6.5,177,0.0,-1.6,0.332,7669.25,Winter
1976,2020-01-14T17:00,-0.8,74,-3.5,991.7,0.0,7.0,2.0,5.0,61.2,5.3,118,0.02,-0.8,0.277,7318.708333333333,Winter
51264,2020-12-22T00:00,-2.9,92,-2.8,970.6,0.07,0.0,0.0,0.0,0.0,4.7,184,0.0,-0.8,0.31,7661.0,Winter
4758,2020-02-03T01:00,-0.8,72,-3.8,977.1,0.0,0.0,0.0,0.0,0.0,4.4,235,0.0,-1.6,0.256,7338.041666666667,Winter
10175,2020-03-11T15:00,-1.9,59,-7.4,991.3,0.0,333.0,58.0,275.0,83.5,8.8,282,0.1,0.5,0.294,7375.625,Winter
10238,2020-03-12T02:00,-1.3,55,-3.4,974.5,0.0,0.0,0.0,0.0,0.0,4.5,29,0.01,-0.9,0.291,7376.083333333333,Winter
10468,2020-03-13T16:00,6.3,70,4.6,960.9,0.0,219.0,130.0,89.0,179.4,18.7,269,0.14,-0.8,0.354,7377.666666666667,Winter
3725,2020-01-26T20:00,1.1,80,-1.0,983.1,0.0,0.0,0.0,0.0,0.0,8.7,228,0.01,0.1,0.29,7330.833333333333,Winter
4862,2020-02-03T18:00,3.0,75,2.0,989.3,0.0,0.0,0.0,0.0,0.3,9.0,286,0.03,-0.7,0.266,7338.75,Winter
52658,2020-12-31T16:00,-1.2,75,-4.3,994.2,0.0,48.0,14.0,34.0,172.5,9.4,317,0.03,-1.3,0.259,7670.666666666667,Winter
2648,2020-01-19T09:00,-0.2,85,-8.4,969.4,0.0,72.0,4.0,68.0,3.2,12.0,219,0.02,-2.2,0.319,7323.375,Winter
1567,2020-01-11T21:00,5.2,100,1.0,984.5,0.0,0.0,0.0,0.0,0.0,14.1,341,0.0,-0.7,0.362,7315.875,Winter
3628,2020-01-26T04:00,0.9,100,-0.7,973.1,0.0,0.0,0.0,0.0,0.0,7.1,210,0.0,-1.6,0.383,7330.166666666667,Winter
8717,2020-03-01T12:00,-7.2,53,-9.9,1001.7,0.0,637.0,433.0,204.0,814.1,10.2,309,0.14,-0.1,0.255,7365.5,Winter
829,2020-01-06T18:00,-4.2,84,-6.6,982.0,0.21,0.0,0.0,0.0,0.0,8.7,232,0.0,-0.9,0.258,7310.75,Winter
4167,2020-01-29T22:00,-12.3,77,-18.1,1006.7,0.0,0.0,0.0,0.0,0.0,7.2,357,0.0,0.4,0.253,7333.916666666667,Winter
4991,2020-02-04T15:00,7.7,68,4.9,983.7,0.0,257.0,97.0,160.0,212.0,5.1,188,0.12,-0.2,0.274,7339.625,Winter
4911,2020-02-04T02:00,-1.6,97,-4.6,983.2,0.0,0.0,0.0,0.0,0.0,5.9,101,0.0,-0.8,0.234,7339.083333333333,Winter
9870,2020-03-09T13:00,12.1,47,13.1,975.0,0.0,691.0,603.0,88.0,892.1,13.9,253,0.42,-0.8,0.318,7373.541666666667,Winter
4071,2020-01-29T06:00,-12.1,88,-12.4,989.7,0.0,0.0,0.0,0.0,0.0,8.9,333,0.0,-0.7,0.246,7333.25,Winter
2866,2020-01-20T21:00,-14.9,72,-20.3,998.9,0.0,0.0,0.0,0.0,0.0,9.0,355,0.01,-1.0,0.24,7324.875,Winter
52594,2020-12-31T05:00,1.6,94,-1.8,982.4,0.07,0.0,0.0,0.0,0.0,10.9,207,0.01,-1.5,0.261,7670.208333333333,Winter
7066,2020-02-19T01:00,0.8,86,-4.6,981.4,0.07,0.0,0.0,0.0,0.0,21.7,251,0.03,0.4,0.218,7354.041666666667,Winter
10529,2020-03-14T02:00,1.6,64,-1.9,968.3,0.0,0.0,0.0,0.0,0.0,19.4,269,0.06,-0.6,0.312,7378.083333333333,Winter
8796,2020-03-02T02:00,-8.9,71,-13.6,1000.0,0.0,0.0,0.0,0.0,0.0,10.5,149,0.01,-0.2,0.253,7366.083333333333,Winter
8491,2020-02-28T23:00,-8.0,85,-12.5,959.4,0.0,0.0,0.0,0.0,0.0,11.3,211,0.0,-0.8,0.272,7363.958333333333,Winter
2876,2020-01-20T23:00,-15.7,76,-19.9,998.9,0.0,0.0,0.0,0.0,0.0,3.6,6,0.0,-1.0,0.24,7324.958333333333,Winter
10103,2020-03-11T03:00,-2.6,90,-6.4,991.9,0.0,0.0,0.0,0.0,0.0,12.5,321,0.01,-0.6,0.322,7375.125,Winter
10524,2020-03-14T02:00,0.9,68,-3.0,987.4,0.0,0.0,0.0,0.0,0.0,21.6,268,0.06,-0.6,0.31,7378.083333333333,Winter
51909,2020-12-26T11:00,-1.4,54,-8.5,976.3,0.0,257.0,135.0,122.0,542.3,21.3,231,0.07,-0.5,0.3,7665.458333333333,Winter
760,2020-01-06T06:00,-18.9,81,-17.9,982.8,0.0,0.0,0.0,0.0,0.0,6.0,115,0.0,-0.9,0.261,7310.25,Winter
11221,2020-03-18T22:00,3.8,61,2.7,1007.1,0.0,0.0,0.0,0.0,0.0,11.6,173,0.05,3.1,0.24,7382.916666666667,Winter
9593,2020-03-07T14:00,-2.3,44,-4.7,977.9,0.0,666.0,580.0,86.0,981.6,17.9,326,0.22,-0.8,0.27,7371.583333333333,Winter
51134,2020-12-21T02:00,-1.5,95,-4.7,979.8,0.07,0.0,0.0,0.0,0.0,9.1,173,0.0,-1.0,0.309,7660.083333333333,Winter
2588,2020-01-18T23:00,-8.3,83,-17.7,961.7,0.56,0.0,0.0,0.0,0.0,16.6,156,0.0,-1.3,0.249,7322.958333333333,Winter
18332,2020-05-07T07:00,8.3,57,5.5,961.7,0.0,293.0,211.0,82.0,534.9,4.8,312,0.13,6.4,0.23,7432.291666666667,Spring
20505,2020-05-22T09:00,20.2,50,23.5,1001.9,0.0,681.0,591.0,90.0,845.2,8.1,225,0.46,15.1,0.176,7447.375,Spring
17931,2020-05-04T12:00,14.9,54,13.2,981.2,0.0,829.0,633.0,196.0,683.2,23.4,293,0.49,13.9,0.253,7429.5,Spring
19444,2020-05-15T00:00,10.2,67,10.8,996.9,0.0,0.0,0.0,0.0,0.0,9.6,146,0.05,9.2,0.192,7440.0,Spring
19761,2020-05-17T05:00,5.8,91,8.5,995.8,0.0,14.0,2.0,12.0,0.0,4.6,315,0.02,4.8,0.27,7442.208333333333,Spring
20988,2020-05-25T18:00,21.5,64,21.7,976.3,0.0,126.0,50.0,76.0,215.2,12.2,161,0.13,18.5,0.143,7450.75,Spring
12567,2020-03-28T06:00,-1.2,72,-4.7,992.8,0.0,3.0,1.0,2.0,0.0,5.3,118,0.01,-1.0,0.295,7392.25,Spring
20133,2020-05-19T19:00,12.3,67,11.4,1006.3,0.0,45.0,5.0,40.0,140.4,8.1,111,0.07,12.1,0.234,7444.791666666667,Spring
15372,2020-04-16T18:00,3.0,49,-2.2,969.6,0.0,101.0,35.0,66.0,341.4,9.7,270,0.06,2.3,0.261,7411.75,Spring
15145,2020-04-15T04:00,0.8,57,-2.7,985.5,0.0,0.0,0.0,0.0,0.0,9.2,228,0.02,0.6,0.282,7410.166666666667,Spring
24018,2020-06-15T19:00,20.2,50,18.2,1002.2,0.0,123.0,81.0,42.0,583.9,5.0,300,0.09,18.0,0.149,7471.791666666667,Spring
11814,2020-03-23T01:00,-7.7,46,-9.0,1008.2,0.0,0.0,0.0,0.0,0.0,9.7,135,0.02,-1.4,0.281,7387.041666666667,Spring
19526,2020-05-15T14:00,19.1,84,22.1,966.0,0.0,240.0,26.0,214.0,32.5,4.5,194,0.18,14.4,0.235,7440.583333333333,Spring
20814,2020-05-24T13:00,22.7,35,24.3,993.5,0.0,914.0,777.0,137.0,894.7,8.4,190,0.63,20.0,0.156,7449.541666666667,Spring
16128,2020-04-22T00:00,-1.2,70,-6.9,969.4,0.0,0.0,0.0,0.0,0.0,17.0,266,0.03,0.1,0.288,7417.0,Spring
23157,2020-06-09T19:00,19.9,70,19.9,982.2,0.0,68.0,30.0,38.0,139.8,7.0,55,0.08,18.5,0.199,7465.791666666667,Spring
24363,2020-06-18T04:00,14.8,97,15.7,1000.2,0.0,0.0,0.0,0.0,0.0,5.1,225,0.0,15.9,0.082,7474.166666666667,Spring
12043,2020-03-24T15:00,2.5,69,-0.8,991.0,0.0,328.0,59.0,269.0,121.6,10.7,312,0.12,-0.3,0.265,7388.625,Spring
13284,2020-04-02T06:00,1.7,80,-0.8,982.5,0.0,6.0,1.0,5.0,0.0,17.8,328,0.05,1.6,0.267,7397.25,Spring
18010,2020-05-05T01:00,4.0,61,-0.2,993.7,0.0,0.0,0.0,0.0,0.0,16.4,320,0.04,6.3,0.215,7430.041666666667,Spring
19872,2020-05-18T00:00,12.3,69,10.5,995.5,0.0,0.0,0.0,0.0,0.0,3.6,96,0.0,9.4,0.243,7443.0,Spring
14191,2020-04-08T13:00,11.4,38,5.7,975.6,0.0,611.0,338.0,273.0,343.3,11.5,328,0.3,6.4,0.276,7403.541666666667,Spring
20028,2020-05-19T02:00,7.9,66,5.3,978.9,0.0,0.0,0.0,0.0,0.0,8.0,54,0.02,8.9,0.226,7444.083333333333,Spring
20676,2020-05-23T14:00,21.5,36,17.4,997.6,0.0,683.0,396.0,287.0,351.8,16.7,83,0.48,19.3,0.184,7448.583333333333,Spring
19877,2020-05-18T00:00,13.3,66,10.7,977.2,0.0,0.0,0.0,0.0,0.0,4.9,17,0.01,10.0,0.243,7443.0,Spring
